text,group,pca_x,pca_y,umap_x,umap_y
Mayabe this is a miniscule amount of suffering compared to what awaits you on the flipside. Weather it be an eternity of Bliss or agony and suffering. Who really knows. Mayabe those who have this happen to them have it coming to them?,Dataset A,0.05846843,-0.109885804,7.092233,6.617019
"Dear smiling, friendly, forgiving Archangel:I would be quite happy to respond to you if you could organize your incoherent mental states into logical, debatable points. Please refer to Chester's Questions for Bible-thumpers for guidelines.As for staying on topic: since there is no God, it is rather pointless to have religious ceremonies in any case, isn't it?As for my nom de Web, you have missed the point altogether. Either you are not quick on the uptake and/or you are completely ignorant of the Japanese language. Hint: surely you have seen the starry emblem on all Subaru cars?To end on a conciliatory note: I entirely agree with the last sentence of your posting [except the punctuation].-",Dataset A,-0.23028237,-0.13555855,7.200043,7.2812862
"You were asked to give us your explanation of evolution. So far you've just regurgitated creationist arguments against it, without showing that you actually understand what you're arguing against. But instead of trying to answer the question that was asked of you, you just spat out some more quotes. The least you could have done was to use quotes that explained evolution as you percieve it, but they're not even on topic, going on about morality and atheism! You continue to confirm your ignorance for us.",Dataset A,-0.42563644,-0.14528146,8.176966,6.231325
"Yes, and George Dubya Bush and the GOP know it's unconstitutional.Would it really bother you so much if the feds recognized a Massachusetts or California or New York or New Jersey same-sex marriage while other states like Alabama and Utah could ban same-sex marriage?I could live with that. Most gay people already leave those states anyway.",Dataset A,-0.3080201,0.03376718,7.85256,9.221384
"So? In your religion's view, everyone sins. Their sin is no greater or more unforgiveable than yours.",Dataset A,-0.24216709,-0.18853298,7.756045,7.8136234
"No. I have a beautiful wife and three grown daughters - I don't wish for no more. (That's Texan for: I have no desire for more.) :p
 
 BTW - Welcome aboard emoticon_xgood",Dataset A,0.112031616,-0.2122786,2.632165,6.0082884
"Oh you do love to do the psychological technique known as 'transference' don't you...or is it 'projection'??? 
You are so obsessed with gay sex, I would not be surprised if you and Ted Haggard have a lot to talk about.",Dataset A,-0.23998433,-0.12557915,7.729307,8.120734
I think more than this is the principle of human dignity. That humans have inherent dignity and value at every stage of life. This is transcendent of whether they are conscious or unconscious and it is why we treat 24 week premies who have no real conscious existence and a 30 year old automobile accident victim in a coma on a respirator and you and me the same. So strongly do humans recognize this inherent dignity that even in death a person is dignified with a funeral ceremony recognizing their life had inherent meaning and value. We build memorials to those who were victimized in life.,Dataset A,-0.22190988,-0.061843626,8.797214,8.455104
I see you still don't understand what a strawman is. It is hard to have a strawman when the comment wasn't directed at any particular claim....,Dataset A,-0.38081178,-0.01042641,6.5398245,7.5776424
Why not? Why shouldn't they be given at least closer to equal weight? The baby is going to be as real and genuine of a person as the mother; the only difference is that the baby is a few years behind. You're talking about a difference of time.,Dataset A,-0.2788475,0.12897775,9.091335,8.212368
"Quoted for truth. 
Your selected style actually offers effective real world application. Kung Fu is dance. TKD and Karate have faired poorly in MMA. Muay Thai and BJJ seem to be popular these days for good reason.
Are we having fun yet?",Dataset A,-0.046425946,0.12775648,2.8698049,10.661498
"Well if there can be a Constitutional amendment to ban gay marriage, why not to remove marrriage from the federal government? Where do they get that power Constitutionally? So that would mean states can choose not to recognize any marriage Constitutionally. I think that marriage is a church issue. Let gays, straights, everyone get civil unions to be recognized legally. But leave marriage to the churches.",Dataset A,-0.29543477,0.079340555,7.8581877,9.302475
"i'm surprised archangel hasn't jumped on this.  he's gullible enough to fall for tv props, why not this?",Dataset A,-0.15288803,0.16813165,6.7452297,7.652073
"Yeah, it does have risk unlike the embryonic stem cells, but I think that if it comes out the way they hope, it will eventually lead to more embryonic uses as well when people realize that this can have risks. I think it is good to have this way as a back up while people argue over the use of cells that would otherwise be disposed, and get some treatment to people who need it rather than letting it be denied to them by anti-abortionists. And yeah, it's pretty much guaranteed that someone will find something to object about, claiming it is immoral (maybe it will now be that these stem cells are potential human life and we can't use them emoticonXRolleyes ), but it will likely not have as many objections.",Dataset A,-0.37310028,0.027336508,8.982163,8.247364
"Let's see how dillusional this claim is. Answer me these questions: How many of his actual crew are aganist Kerry? How many of these anti-Kerry's are being paid? How many of these anti-Kerrys haven't changed their own stories? Besides, memory is a bad subsitute for hard evidence. In the case aganist Bush, no one remembers him doing anything important. In fact, many people don't even remember him at all. ",Dataset A,-0.20807692,0.13814464,5.7561717,8.597088
"Take the high road Ethmi, prove him wrong with the legislation itself. Bill number, name, text of the legislation, a link, etc. anything to prove it's there and that he's wrong.",Dataset A,-0.20981714,0.10247213,7.071926,9.77854
"I only asked that question to see how much stupid stuff I could get Freedom to say.
So far nothing he has said is correct.
I am guessing he is a religious person.",Dataset A,-0.38696793,-0.032255463,6.6252136,7.704672
"Geeze, let's give George Walker Bush a tad of credit.
Hades! Bush was a far more efficient murderer than Hussein, he had bombers and planes at his disposition, all kinds of weaponry. Bush makes Hussein look like a wimpy piker in comparison, at least in regard to the killing machines each employed.",Dataset A,-0.23117337,0.11338468,6.632261,10.348805
"It's a lot more than what you've come up with. What evidence do you have that indicates the Iraq population wasn't heavily armed? As for the Taliban, you're confusing Afghanistan with Iraq.",Dataset A,-0.3446341,0.11128185,6.766005,10.398705
Obviously that is the case. We cannot simply say that a certain God exists and have it be so.,Dataset A,-0.41824567,0.02890291,7.5233355,6.9736657
It is clear that the profetallifers wish to make the pregnant woman a slave to her fetus.,Dataset A,-0.32801107,-0.005044624,8.850899,8.158518
"Plain with the benefit of hindsight. I love how you're able to determine, not having been there, precisely what was said and precisely where it fell in relation to the law. If it was so clear, we'll see the prosecution for wrongful arrest in due course, I'm sure. ",Dataset A,-0.2598649,0.15796027,7.197448,10.200868
too many other murders and too much info already out. i think they got a judge that has been using hope-ium? that may just highten the scope of the investigation and lead to impeachment.,Dataset A,-0.1780234,0.23060277,7.046418,10.263839
because that's the subject of this thread: what designing a solution to a problem actually entails.,Dataset A,-0.20270947,-0.102781646,7.517815,9.417895
"maybe david just wanted to participate in some slaughtering too? anyway. the commandment says 'to not covet your neighbors ***.' most of my neighbors have hairy ones so it's easy not to covet them. well, there's that and the fact that i'm no gay... but, there are a couple of opposing gender neighbors who's back sides i do covet. does that mean i should get killeded? oh, wait...when they said ***, they meant mule/donkey like animal? huh. whodathunkit? shoulda kept it in it's original language then.  i guess it's okay for me to covet christina's rump? since she's not married and all. just so long as she doesn't covet mine...cause i am. emoticonxangel",Dataset A,-0.16068858,-0.12541336,7.5117607,8.722218
i'm totally surprised i've posted so many posts in this thread: not like me at all.,Dataset A,0.07972383,-0.25772715,3.9957237,6.3242335
"I'm sorry, did Article V have a clause I'm missing that says you can only amendment the constitution if it accomplishes more freedom? Is there anywhere in the history of that provision that supports this? Can you point to ANYTHING that supports your incorrect viewpoint? 
",Dataset A,-0.31182545,0.08933416,7.393911,9.705211
"Do you see cops driving down the road, going over the speed limit, turning on their lights during rush hour to get to their exit which is just a little ways ahead and then turn their lights off after they exit the highway. People who enforce the law think that they are better than the law, and don't have follow the law, even if they enforce the law, or make them, i personally think that is Bull****!!!",Dataset A,-0.116175085,-0.017326467,6.9084644,10.091634
"I don't know about you..but being shot in the back is more human than being taken apart piece by piece. If I recall correctly, Chinese inmates sentenced to death are executed this way to minimize the pain.",Dataset A,-0.12467711,-0.001772318,7.597559,9.909177
Because we really want justice systems based of vengance don't we,Dataset A,-0.34708682,0.063249215,7.477661,9.794159
"I guess the guys that fought and beat the mighty British Empire and that founded the country that you live in were cowards.
It's truly amazing to see that someone who loathes Bush can't see the connection between the 2nd amendment and protection against dictatorship.",Dataset A,-0.24595127,-0.005919412,6.5389633,10.008196
"judeau, my christian science darling! where have you been? my faith rests upon you!",Dataset A,-0.13325948,-0.059412904,7.4560776,6.869522
"You are wrong in your claim.
 The power of the 14th amendment, applied to ensuring equality, has a very real history.
 Would you care to look at how the 14th amendment has been applied over its history?",Dataset A,-0.41472223,-0.03434474,7.360386,9.523811
"there is no limit to what chuck norris can do. i am surprised he hasn't broken into your house for talking to him like that. but perhaps the kindness in his heart makes him better than that. jesus is a hippy, so i don't see how he could take him on. there is no limit to what jesus christ can do. i am suprised that jesus christ hasn't taken your soul since you compare a god to a mortal. but he still loves you and wants to be in a relationship with him. chuck norris is a mortal, i don't know how he can defeat a god.",Dataset A,-0.10129194,0.017181363,7.341686,7.2420797
"Oh, oh, and don't forget to include the proposed Federal Kosher Amendment's text, which just coincidentally matches the Levitical proscriptions, in your argument that things like the FMA have nothing to do with separation of church and state.",Dataset A,-0.41409686,0.017180812,7.619831,9.298041
"What! You mean that WE don't want to do all of those things? Who knew? I didn't get the memo? emoticonXConfused And you forgot ""make Seniors eat dog food"". emoticonXGood",Dataset A,-0.080014065,-0.12932253,5.8660088,8.036183
"you don't see him leading the pack, do you? no family jewels. i'm surprised he doesn't run to canada. emoticonxchickenemoticonxchicken",Dataset A,-0.008201133,0.22813007,5.8835945,8.489339
"Somehow I think most people are going to be a lot more comfortable with their kids seeing people in African atire with long hair than with scantily-dressed (or topless) people simulating sex acts. emoticonXRolleyes 
",Dataset A,-0.14575276,-0.04455442,6.87987,8.68095
"Well this is what i am saying. The probability of a and b in one organism i very low. And the probability of A and B in many generations is lower than just A. This is what Behe deals with in his book. One reason evolution of primates interest me more than bacteria is the the number of organisms and generations is much much lower, and the changes involved must be pretty big. It involves Real evolution as opposed to stuff like antibiotic resistance or sicke cell haemoglobin that i see more as a reversable adaption, not a developement to a permanently better/more complex state.   IMO there should be possible to make some sort of calculation regarding the probability of RM being cause of the changes.",Dataset A,-0.22273147,0.09460617,8.734577,6.081445
"why would it be immoral to lie to your child about santa clause? wow. you really are bad at this.... you're presupposing your position that harm is what is immoral. if the lie is to a person the person is the victim of that lie. you're presupposing your position..... you said that a victim is one that has been harmed, then you say that lying makes one a victim, but then you say that lying to your kids about santa is not immoral? i'm done with you.",Dataset A,-0.24761197,-0.076117314,8.500943,8.469273
"you are aware that according to the koran such actions have the death penalty? you may disagree with the principle of that or carrying out the directives of some sacred text. frankly i couldn't give a rats arse about your faith or theirs. if the accusation is accurate someone acted recklessly which cost 8 lives and that is what matters, not someone's ideas about the basis of the universe.",Dataset A,-0.36993167,-0.012235314,7.9473224,8.341572
"Yes. It's not logical to simply cite, ""the Bible tells me so, the Bible was written by God,"" and consider that an argument. The Bible has been wrong. It's also not logical to cite authority to God. It necessarily begs further questions about your God's unproven existence to those who don't believe in that God, or in any God. If we don't simply believe in your God, on the basis of your presupposition, he can have no authority over the rest of us. One must come up with another argument.Should each religion have it's own definition or completely different idea of logic, which favours that religion and its God? ",Dataset A,-0.40117893,-0.013904013,7.4452677,6.995327
"1. who said i didnt? 2. no. do i need to? 3. why would i need to preach to people? to annoy and inflame? 4. thats dennis quaid you dolt. from the film 'the right stuff' you should see it, but bewarned it contains some decidedly unchristian messages such as desecration of the sacred sound barrier, references to air 'demons', the use of rocketry, use of the heliocentric model of the solar system, 'pagan' aboriginies and presbeterians. you'll love it.",Dataset A,-0.21308008,-0.16837376,6.8259363,7.4986653
"How do you ""interpret"" all those extant historical records bracketing the ""flood"" date by several hundred years, as shown by sinjin, which record no such event?",Dataset A,-0.18758732,0.1476468,7.9266315,5.699246
"i'm going to presume that you are a christian. why are you a christian? because you happened to have been brought up in a christian family. why aren't you a hindu? because you weren't born in india. if you were born in india, you'd be a hindu. if you were born in central africa, you'd be believing in strange mountain gods.  use your brain, however reassuring and pleasant it is, god does not exist.  oh yeah, and why won't god heal amputees?",Dataset A,-0.23865783,-0.12833503,7.4062247,7.163299
"this statement isn't logical.It does not follow that if the person who creates the laws has to therefore follow them or can't change them...or even that they apply to him. If a teacher says ""no talking in the classroom"" it doesn't apply to the teacher now does it.",Dataset A,-0.32656378,-0.012125857,7.224525,10.197889
"Quite frankly, you don't know squat about me. So stop trying to pretend you do.I have gone on record to say I think Christianity does a lot of good in the world.I have even tried to correct Matthew in his anti-Christian tirades. (Until I gave up realizing it would do no good... emoticonXFrazzled )I hate to break it to you, but the WORLD typically functions with people putting out negative news.You hear about how Joe XXXX broke the law.Do you ever hear about how Johnny Atlas keeps the law?emoticonXFrazzled",Dataset A,-0.17817068,-0.23307139,6.7008243,7.6116886
"** well, that's the kind of thing a self-confessed clown would find funny. which is probably why so many of you clowns are either depressing or scary. what else amuses you? little cars, huge feet, and rubber noses? they would be on a par with chemist's offering, in terms of wit and intelligence.",Dataset A,-0.06301219,-0.11938981,5.287747,5.8511868
i am looking for you to recognize that a pregnancy can't successfully happen without addressing the circumstances of the mother - whatever those may be. you can dismiss everything but health/life of the mother but i can pretty damned well assure you she won't. and whether you like it or not - the pregnancy can't succeed without her. get it? she is not a barbie you can bend to your will with law. do you see her? do you recognize that babies grow and live inside women? address all her issues or you will fail in your endeavors. oh - and i don't require your sympathy - my life is great.,Dataset A,-0.1759623,-0.079961576,9.214313,8.313362
"These ""infants"" do. My mother could have aborted me and she chose to have me.   And if the state decides to keep abortion legal? Then you don't care if these ""gifts from God"" have a chance or not?",Dataset A,-0.3383887,-0.07899908,9.032892,8.518724
"though bush, in this case, was quoting abraham lincoln, i'm surprised not to have seen any comments regarding his references to god. especially in... 'those who deny freedom to others deserve it not for themselves; and, under the rule of a just god, cannot long retain it.'",Dataset A,-0.419809,-0.023991115,7.131585,7.364774
I believe once you have the rights granted persons that they may not be taking away because you are asleep or in a coma. Not unless of course it can be shown that higher brain activity has ceased and there is no reasonable expectation that it could return,Dataset A,-0.027773555,-0.0348207,-0.54979426,7.013884
"Jimmy Carter was a **cough cough** friend ** cough cough ** of ** cough ** the ** cough ** family ** cough cough**
So was ** cough ** cough ** Rev. Lowery ** cough cough**.
Coughing's fun.
",Dataset A,0.006279178,0.10866618,4.4796352,9.97523
oh yes. the holocaust never happened and the nazis were innocent aryan wonder-men. =d :),Dataset A,-0.2042664,-0.07960468,7.115614,8.180422
"Different version here too. ""No one born of a forbidden marriage nor any of his descendants may enter the assembly of the LORD , even down to the tenth generation."" Forbidden: not permitted or allowed",Dataset A,-0.33478594,0.022922534,7.7844667,7.9339976
"[quote=sigma]any number, even the 1000 figure touted, is most likely incorrect. there just isn't enough data to make a solid claim. [quote] how would you know this? are you doing the research as well? the ones actually doing the research are saying in all likelyhood it seems like it is under 1000...there is no reason to believe otherwise. why does no one care? it is ok to mislead women? yet it didn't talk about maternal mortality at all. the article also claims that abortions would not go down if criminalized. how would they know since these countries haven't had it legal yet? they went in the us after it became more legal.",Dataset A,-0.4289063,0.036012482,8.880454,8.419813
"Actually, I don't remember that they did. What they did take bets on was that AIG would be able to find enough stupid people who would buy into their ignorant and scientifically illiterate tripe. As I recall, most who were actually aware of how stupid creationists can be bet that they would be able to do so. So now, besides their other so called 'peer reviewed' magazine, they want to pretend that they are doing science here.",Dataset A,-0.26714066,0.07183339,7.982638,6.151879
"To say nothing of the possible threats to people's safety, if not actual acts of violence.",Dataset A,-0.22436899,-0.050433606,6.944343,10.3912115
Just because a man pays support doesn't mean he is part of the childs life.He has no obligation to do *fatherly* things with his child.Women pay child support BTW.,Dataset A,-0.25900483,-0.00067718327,8.924873,8.596155
"so in what way are the sperm and egg not human pray tell? are your sperm/eggs from some other species? are they lizard life? elephant life? what kind of life do they have (and you admit they do) outside of human life? sorry but sperm and egg are human and they are alive, how can you deny both statuses? oh yes if both sperm and egg are living matter then the claim 'life begins at conception' is patently false. i will assume you modify that phrase now to be 'human life begins at conception' but that is also clearly false on the face of it.",Dataset A,-0.28232247,-0.050417125,8.902591,7.348947
What's that? Campaigning and use of taxpayer funded facilities like transportation for political purposes? I suppose they paid the cops for going out of their jurisdiction too?,Dataset A,-0.189682,0.11472321,6.9215016,10.31872
"But you know what really doesn't make sense? Why are they evangelising to people (who they know most of them will reject them) if those people get a special dispensation? They'd be condemning people to hell by evangelizing, would they not? Why not leave the people be and let them get the special dispensation? emoticonXConfused",Dataset A,-0.30754277,-0.14780092,7.068562,7.5814548
"that's a real laugh, coming from someone with so little knowledge of the legal and justice systems as you. do you even know what goes into obtaining a search warrant? do you know what the limitations are regarding the scope of a search warrant and how it has to be narrowly tailored to something specific and nothing else? right. and it was ca law that lead to a father's children being murdered because he thought he was obligated to keep his guns locked up at all time, making them inaccessible even in a true life or death emergency. it was also california law that proved just how registration can, does and will, lead to confiscation. they proved our case for us and showed everyone that we weren't paranoid, and instead knew exactly what we were talking about.",Dataset A,-0.30306107,0.045424737,7.1365,10.27447
"Wait until Gen. Petraus' report comes out, then you'll eat those words. BTW, do you take ketchup or mustard with that? ;)",Dataset A,-0.037140623,-0.19621775,0.6203981,5.093628
"Actually, the only people who I hear talk about ""sub-human"" are creationists. There is the possibility that certain Australian fossils may have descended from H. erectus fossils from Indonesia. And why would a fossil make an ""evolutionist"" nervous? The idea is really, really dumb.",Dataset A,-0.28869122,-0.036554575,8.259412,5.899281
"I think it would be best for neither one to have a gun, as there would be no chance of me getting hurt. After all, I could beat up a guy armed with a plastic fork. However, if the hijacker has a gun, I'd like someone (not me, I'm half blind in each eye, I'd probably hit a passanger or something) to have a gun.",Dataset A,-0.13196914,0.010950077,6.817955,10.715932
"I think that is true of so many things. Wanna screw something up royal? -- add humans.
I heard once that a gallon (or maybe is was a barrel) of Coca Cola (syrup) is more expensive than the same amount of oil. Things that make you go hmmm.",Dataset A,-0.15722004,-0.05431766,4.7846823,8.806551
"I did not know that Obama was of low IQ and a conservative, for he is most assuredly a racism and bigot.",Dataset A,-0.35068294,0.017272562,5.7196307,9.177032
"When talking to a person professing Christianity, the Bible is binding. If the Bible advises that abortion is murder, then it is so regardless of what the secular systems of the day have to say about it.   When talking with one accepting the principles of Christianity, the premiere of those being that the Bible is binding, the existence of the soul is not up for debate.   The position of Bassman, I believe, would be that there is no legitimate right to terminate a pregnancy, especially from the stand-point of the Bible, which of course, is binding to those professing Christianity.",Dataset A,-0.4429958,0.016739182,8.565052,8.192279
WOW and the republicans would never do anything like that now would they.......They would never impeach a president over a BJ now would they?,Dataset A,-0.24574423,0.13040692,5.6542387,9.214488
"Abstinence until heterosexual marriage isn't encouraging heterosexual marriage?
I've never heard of an abstinence-until-domestic-partnership program. Perhaps you could point us to an inclusive abstinence-only program somewhere.
Perhaps not....",Dataset A,-0.2278625,0.04944659,7.9874125,9.183565
"Yawn, again you keep repeating this. You not only refute yourself by providing an example of knowledge of the unknowable, but you gave an example of what is unknowable, by telling me I'd never be able to know you!
",Dataset A,-0.24436423,-0.16858947,6.3990216,6.5540833
"That's the standard dance. Victor Stenger didn't say it that way. On the back of his book, one review puts it this way;",Dataset A,-0.05908706,0.15867695,5.8236756,6.6592336
"No I don't think that tying your tubes is abortion. I only think abortion comes into play when there is actually cells forming to make a baby, and you get them scraped out, or abort a baby before or after the third trimester. Plus I heard that if you tie the tubes, when you decide you want a baby you can untie the tubes, to conceive a baby. But burning is another thing. But unless there is actual cells forming it is not abortion",Dataset A,-0.22862837,-0.012045972,9.055461,8.535612
well i always assumed i was the biggest harry potter fan. i am astounded to learn that historical facts support it. i thought it was the creation of someone's imagination as opposed to jesus who historically existed whether or not he was the son of god. emotions run way too high on both side in these kinds of arguments so you end up with one party belittling in not so subtle ways another and vice versa as though it's clever and wins them points. :(,Dataset A,-0.28358936,-0.01741153,3.5895898,8.785441
"Evidently, when I include qualifiers you ignore those anyway...
I never claimed you ""said they were the only hurdle"".
But it was the only hurdle you mentioned in your earlier posts.
I quoted two posts of yours.
Care to show where you mentioned ""congress"" in those posts????
",Dataset A,-0.25784722,0.033445787,7.171919,9.664494
"It bounces off me like bullets off Superman emoticonXClownSeriously, this is your rejoiner? To make fun of my title? lol, how that stings... I think I have to go get a tissue before I reply ;)If you care to try and back up your statements, then we might have a debate.",Dataset A,-0.098956265,-0.19245729,5.7912254,7.733488
"what are you talking about? cosmic? what do the cosmos have to do with evolution outside of causing extinctions?  and macroevolution is a observable fact.  when has that ever happened? abiogenesis is life from non-life. evolution cannot occur without life. your 'debate' and i question the use of that word is a train wreck and that's before it even gets put together. do you enjoy making up terms that no one in a respectable field has ever used? evolution is the change in allele frequencies over time. how can something that has no alleles, much less be alive be a part of evolution? again, this is a train wreck.  you actually think this is even close to being ready? hahahaha",Dataset A,-0.30422494,0.016762711,8.326007,6.128542
"well, can you prove that the adhernents of 'humanism' use it with ardor and faith? nope. it is a philophy though.. on the ethical manner on how to treat your fellow man. that last one, you could have 'republicanism', or 'being a political red neck' to be a religion.",Dataset A,-0.4369622,-0.06512967,7.8061776,7.338781
no i sure don't need to. i made an observation that gun free zones don't work verstanden sie? you need to prove they do if you don't agree. the shooter sure knew there wouldn't be any firearms around from his military experience. it is quite evident to anyone with an iq above room temp who he bore a grudge against. try again slim.,Dataset A,-0.29856542,0.082611784,7.037193,10.758205
"The question is: To what degree do wars cull out particular genes as opposed to ideas? Another thing to consider is not who is getting killed, but who is being born. Unless, something is done about the niche, it will just get filled again by whoever was decimated. Compare: Germans (hypothetically) settling in the Ukraine versus the US bombing of Hiroshima (which was not then settled by the US). Consistent genetic pressure is really key.",Dataset A,-0.29853398,0.058648285,8.82082,6.4747615
"god, this has been argued against a thousand times. by this deffinition masterbation is killing, menstration is involentary manslauter. by this deffinition you kill someone every time you walk by a carrot without eating it.",Dataset A,-0.20812011,-0.09124983,7.9137654,8.035956
"mutzie, darling, is it absolutely necessary for a warrior to run with an m240 bravo while under fire, and also carrying a 70-pound pack. surely, warfare can be competently sized down so that 80-females can be deadly.",Dataset A,-0.10247924,0.15670806,6.659651,10.960031
"i love how the creator is also just like, sure whatever .",Dataset A,-0.14949375,-0.074467756,7.764369,6.502476
"Oh, so cranky, Dittoboy! Maybe you need some zanax too. Or pray some more to your pagan deities.
Little hint: Listening to too much Rush Limbaugh will give you ulcers - all that sustained outrage and all. Plus the morally superior preening... not healthy.
emoticonXAngel",Dataset A,-0.06593631,-0.22662997,6.44043,7.8308525
"It is 'change over time', not 'gradual change over time'. The morphological changes tend to happen with a change in the environment. The difference between 'micro' evolution and 'macro' evolution is the number of steps. ""Macro"" evolution is a bunch of 'micro' evoltultions that add up. You have two populations that you can compare that used to interbreed, and for some reason, do not, and then you add on a few 1000 'mircro-evolution' events to each, they become very very different.",Dataset A,-0.19253287,0.09374444,8.592575,6.001547
"No. I am a student and I personally don't have much money. So how could I help them? I have very limited money of my own. I help when I can, but sometimes with my present finances I can't do much. If I had enough money, as I assume you do, than yes I would help them as much as I could. This is just an example of where people feel compassion. And as I have said before, Dawkin's has trouble explaining how the universal feelings could come about through evolution. We would not expect mutated pondscum to produce feelings and morals, ethics, etc.",Dataset A,-0.19409224,-0.1568354,7.1030083,8.45955
"so, you admit defeat to a child? you have no argument and can only name call. answer my posts with something other than ad hominem or admit defeat.",Dataset A,-0.24476641,-0.21670383,5.560539,7.124772
"""He"" is real to all of us fjp, whether we acknowledge Him or not, God is alive and well on Planet Earth. And the day comes for each man when he faces that reality. For some of us it's a long awaited day of joy and for others a long dreaded day. But believe me when I tell you that just because one denies that God exists, it does nothing to lessen His reality.",Dataset A,-0.17365557,-0.032092243,7.498886,6.9650054
I see no mention below of any judges in Mass.,Dataset A,-0.25374717,0.16344622,7.519916,9.894444
"But it, along with the uranian tapeworm hypothesis, is just as valid as intellegent design as a hypothesis. Actually, the uranian tapeworm hypothesis,. as far fetched as it may be, is more testable than a supernatural designer.I think maybe the kids SHOULD be taught intellegent design as an example of pseudo-science. Hopefully they will see why it is not science and why evolutionary theory is.",Dataset A,-0.41079965,0.044912253,8.240174,6.408851
"Well, the French have always been an independent and rebellious lot, not like those staid northern Europeans. And let's remember how much we all owe to those heathens of Greece and Rome!
",Dataset A,-0.1327466,0.010492135,5.433307,9.894452
"Oh, ok, I can be politically correct if it makes you feel better. How about I refer to them as ""intelligence deficient"". And I was really not referring to bona fide ""retarded"" individuals (those with true pathology). I agree that there is nothing funny about that. How about I refer to them as people who drive like XXXXXX...Is that better?",Dataset A,-0.26020795,-0.21799883,5.431519,6.0582166
"We can add to this list, Singin's desire of criminalizing gun owners who don't report gun thefts in a required time and to lock up all guns in a manner that will prevent thefts. He of course says that does not mean jail, but aiding and abetting and straw sales already require serious jail time. and straw sales is already a Federal Offense with either 5 or 10 year jail terms. So we are talking about Very Serious jail terms regardless of what Sinjin might say in order to sell the idea. And one more thing the Anti-gun forces want but won't say it now.",Dataset A,-0.32094896,0.15477541,7.0798864,10.615199
"While we're on the subject, I've managed to conclusively disprove Intelligent (sic) Design. It's actually a remarkably simple thing to do when you realise that Nature is just far too complex to have been designed.   Look around you. We humans are perhaps the best designers that we know of. Look how crude are the things we make: the filthy, inefficient combustion engine; the computer, unable to make decisions of its own and unable to feel emotions; the microwave, unable to cool anything like a tasty meal. We are, at best, crude emulators of Nature.   No. No designer could possibly have kept track of all the interlocking wonders of the natural world, therefore there can't possibly have been one.   Also, the chances of a designer appearing ab initio in the Universe are of the order 1 in 5x10^90871. I worked it out.   I'll let the Discovery Institute know.",Dataset A,-0.25022736,0.033654764,8.237941,6.4159126
Proof? All I can think to say is that a mind is a terrible thing to waste.,Dataset A,-0.24227798,-0.13273057,7.309028,6.6291566
"LoL What part of a Binding Document, the Constitution with it's Bill of Rights, don't you understand! 
You demand that we obey the law, but you would allow Government to break the Supreme law of the Land, and you call me a nut? I gotta say my friend, THAT is truly nutty! emoticonXSmilie",Dataset A,-0.2750366,-0.111538626,7.274219,9.569191
"Only in the abortion forums, as this second post in this forum is a SEVERE breach in my standard operating procedures. I stumbled upon this forum when following a link you provided. I got interested and thought the record should be set straight.",Dataset A,-0.22838134,0.041737154,9.000487,8.616643
"of course. But not as scientific theory. Some people believe that the Holocaust didn't happen, you want to teach that as a scientific theory?",Dataset A,-0.39694437,-0.00973437,7.896268,6.356925
"Yes, I would stay out of it, unless I knew the woman, and she spoke up and asked me for an opinion, or advice. And even in the case of the woman being my best friend, and knowing all the different aspects to the situation, I still would not feel comfortable weighing in. Just like if it was me in the situation, I know that ultimately, it would be my decision, and I would have a right to that decision.",Dataset A,-0.15572494,-0.058807425,4.629408,7.239783
"Good, associate yourself with him. After all, having a best pal who weaves a web of contridictions and lies can't hurt you right?",Dataset A,-0.06320712,-0.14339063,3.6560993,6.0380526
"BOY-HOWDY!! Why don't you let me know how you really feel? I have not tried to demonize anything. Rap music does that to itself without any help from me. Rap is the lowest form of music that I have ever heard. It is just too primative for my tastes. Once again, I am not a racist, nor am I sexist. I do my own washing. I wish you and your child nothing but the best in life. Some folks think that exposing young children to Rap music is a form of child abuse, I agree with those folks.
P.S. Tell that Southern girl to find another room-mate, you sound like a horrible role model. Well, got to go wash some more underwear.",Dataset A,-0.16124737,-0.18256143,3.3400333,8.612558
"**Sorry to hear you say this. I have never attacked you personally, never said anything like what you accuse me of saying. I have characterized certain ideas, notions, and opinions as stupid and simple-minded, but not you personally. If your personal identity causes you to believe that an attack on those ideas is an attack on you personally, than obviously what I've been saying about your personal commitent and emotional involvement with materialist/mechanist/darwinist/atheism is spot on the money.",Dataset A,-0.31908405,-0.29071686,5.9997745,7.2874794
"And religious folk in the south used the Bible to justify enslavement of thousands or millions of blacks, and also to justify their treating blacks as mere property. I suppose (but am not familiar enough with all of the details to know for sure) that some even used the Bible to justify linching blacks.",Dataset A,-0.3822147,0.0235078,7.5690684,8.178935
"i truly understand the significane of the issue. the parent's loss a boy that was very dear and loved by their heart. i don't have a child, but i can't put myself in their shoes. and i may not feel the full impact of emotion, but i get the sense of it. therefore, downvote.  when i said that the community was a fault. i meant that they share the blame for the boy's death. it was their actions as well that tempted the killer to kill the boy. im not saying that the criminal should be sent free tho and that it was him who chopped the boy into peices. but the community is the reason why he killed the boy. therefore, they share a part in the boy's death.",Dataset A,-0.27521873,0.0050023273,8.642913,8.705078
"Mmmmm, not necessarily. Many of the arguments of against gods (those with specific properties, not just a general diety) deal with incompatible traits, like a square circle has. One does not have to search the universe to know square circles do not exist.People state simple negatives all the time. The lack of evidence for the positive makes them reasonable.",Dataset A,-0.38418052,-0.042406507,7.6410303,6.965717
