family_id,split,role,interp_index,text,label,example_id,family_size,is_clean_family
train-00148,train,interpretation,5,oh no there are delays on the piccadilly line,not_sarcastic,train-00148-interp5,5,True
train-00149,train,original,0,chasing someone who doesn't want you like hehehe wtf that's totally fine,sarcastic,train-00149-orig,5,True
train-00149,train,interpretation,1,chasing someone who doesn't want you like hehehe wtf that's totally absurd,not_sarcastic,train-00149-interp1,5,True
train-00149,train,interpretation,2,chasing someone who doesn't want you like hehehe wtf that's totally unacceptable,not_sarcastic,train-00149-interp2,5,True
train-00149,train,interpretation,3,chasing someone who doesn't want you is horrible,not_sarcastic,train-00149-interp3,5,True
train-00149,train,interpretation,4,very bad to chase someone who doesn t have your time,not_sarcastic,train-00149-interp4,5,True
train-00149,train,interpretation,5,chasing someone who doesn't want you wtf that's so bad,not_sarcastic,train-00149-interp5,5,True
train-00150,train,original,0,just walked into the doctor's office and everyone in the waiting room are on their smart phones i have to tweet about it,sarcastic,train-00150-orig,10,False
train-00150,train,interpretation,1,just walked into the doctor's office and everyone in the waiting room are on their smart phones not surprised,not_sarcastic,train-00150-interp1,10,False
train-00150,train,interpretation,2,just walked into the doctor's office and everyone in the waiting room are on their smart phones no need to tweet about it it's obvious,not_sarcastic,train-00150-interp2,10,False
train-00150,train,interpretation,3,it was so dull to see people on their smartphones in the waiting room of the doctor,not_sarcastic,train-00150-interp3,10,False
train-00150,train,interpretation,4,just walked into the doctor's office and everyone in the waiting room are on their smart phones i have to tweet about it,not_sarcastic,train-00150-interp4,10,False
train-00150,train,interpretation,5,just walked into the doctor's office and everyone in the waiting room are on their smart phones i have to tweet about it,not_sarcastic,train-00150-interp5,10,False
train-00150,train,interpretation,6,just walked into the doctor's office and everyone in the waiting room are on their smart phones i have to tweet about it,not_sarcastic,train-00150-interp6,10,False
train-00150,train,interpretation,7,just walked into the doctor's office and everyone in the waiting room are on their smart phones no need to tweet about it it's obvious,not_sarcastic,train-00150-interp7,10,False
train-00150,train,interpretation,8,it was so dull to see people on their smartphones in the waiting room of the doctor,not_sarcastic,train-00150-interp8,10,False
train-00150,train,interpretation,9,just walked into the doctor's office and everyone in the waiting room are on their smart phones i have to tweet about it,not_sarcastic,train-00150-interp9,10,False
train-00150,train,interpretation,10,just walked into the doctor's office and everyone in the waiting room are on their smart phones i have to tweet about it,not_sarcastic,train-00150-interp10,10,False
train-00151,train,original,0,so colton haynes is gay what a surprise,sarcastic,train-00151-orig,5,True
train-00151,train,interpretation,1,so colton haynes is gay not a surprise,not_sarcastic,train-00151-interp1,5,True
train-00151,train,interpretation,2,it's not a surprise that colton haynes is gay,not_sarcastic,train-00151-interp2,5,True
train-00151,train,interpretation,3,it is not surprising at all that colton haynes is gay,not_sarcastic,train-00151-interp3,5,True
train-00151,train,interpretation,4,it is not a surprise that colton haynes is gay,not_sarcastic,train-00151-interp4,5,True
train-00151,train,interpretation,5,i am not shocked that colton haynes is gay,not_sarcastic,train-00151-interp5,5,True
train-00152,train,original,0,never be quick to speak a little thought will always produce a better put down,sarcastic,train-00152-orig,5,True
train-00152,train,interpretation,1,never be quick to speak a little thought will always produce a better put down,not_sarcastic,train-00152-interp1,5,True
train-00152,train,interpretation,2,never be quick to speak a little thought will always produce a better idea,not_sarcastic,train-00152-interp2,5,True
train-00152,train,interpretation,3,giving a little thought instead of being quick to speak does not necessarily prevent being put down,not_sarcastic,train-00152-interp3,5,True
train-00152,train,interpretation,4,always be quick to think as a little though will always produce a bad put down,not_sarcastic,train-00152-interp4,5,True
train-00152,train,interpretation,5,never be quick to speak a little thought will always produce a better put down,not_sarcastic,train-00152-interp5,5,True
train-00153,train,original,0,driving lesson 12 at 10 am sharp and i'm feeling nauseated things are looking up,sarcastic,train-00153-orig,5,True
train-00153,train,interpretation,1,driving lesson 12 at 10 am sharp and i'm feeling nauseated things are looking really bad,not_sarcastic,train-00153-interp1,5,True
train-00153,train,interpretation,2,driving lesson 12 at 10 am sharp and i'm feeling nauseated things are looking bad,not_sarcastic,train-00153-interp2,5,True
train-00153,train,interpretation,3,driving lesson 12 at 10 am sharp and i'm feeling nauseated things are not looking bright,not_sarcastic,train-00153-interp3,5,True
train-00153,train,interpretation,4,driving lesson 12 at 10 am sharp and i'm feeling unwell things don t look hopeful,not_sarcastic,train-00153-interp4,5,True
train-00153,train,interpretation,5,driving lesson 12 at 10 am sharp and i'm feeling nauseated things are not looking up,not_sarcastic,train-00153-interp5,5,True
train-00154,train,original,0,i've been making really great life decisions lately proud of myself,sarcastic,train-00154-orig,5,True
train-00154,train,interpretation,1,i've been making really bad decisions lately not so proud of it,not_sarcastic,train-00154-interp1,5,True
train-00154,train,interpretation,2,i've been making poor life decisions lately ashamed of myself,not_sarcastic,train-00154-interp2,5,True
train-00154,train,interpretation,3,i am ashamed of myself for giving very wrong life decisions lately,not_sarcastic,train-00154-interp3,5,True
train-00154,train,interpretation,4,i am not proud of myself as i have currently been making bad life decisions,not_sarcastic,train-00154-interp4,5,True
train-00154,train,interpretation,5,i am not proud of my myself of late i have been making very bad life decisions,not_sarcastic,train-00154-interp5,5,True
train-00155,train,original,0,some people don't get my too bad lol,sarcastic,train-00155-orig,5,True
train-00155,train,interpretation,1,some people get my trick too bad lol,not_sarcastic,train-00155-interp1,5,True
train-00155,train,interpretation,2,some people don't get my sarcasm too bad lol,not_sarcastic,train-00155-interp2,5,True
train-00155,train,interpretation,3,i don't care that some people don't get my sarcasm,not_sarcastic,train-00155-interp3,5,True
train-00155,train,interpretation,4,very interesting,not_sarcastic,train-00155-interp4,5,True
train-00155,train,interpretation,5,i don't care that some people don't get my lol,not_sarcastic,train-00155-interp5,5,True
train-00156,train,original,0,being left out is such an amazing feeling,sarcastic,train-00156-orig,5,True
train-00156,train,interpretation,1,being left out is such an bad feeling,not_sarcastic,train-00156-interp1,5,True
train-00156,train,interpretation,2,being left out is such a painful feeling,not_sarcastic,train-00156-interp2,5,True
train-00156,train,interpretation,3,being left out is such a horrible feeling,not_sarcastic,train-00156-interp3,5,True
train-00156,train,interpretation,4,being left out is such an awful feeling,not_sarcastic,train-00156-interp4,5,True
train-00156,train,interpretation,5,being left out is such a horrible feeling,not_sarcastic,train-00156-interp5,5,True
train-00157,train,original,0,well things just keep happening this week that just make me feel wonderful,sarcastic,train-00157-orig,5,True
train-00157,train,interpretation,1,well things just keep happening this week that just make me feel awful,not_sarcastic,train-00157-interp1,5,True
train-00157,train,interpretation,2,well things just keep happening this week that just make me feel bad,not_sarcastic,train-00157-interp2,5,True
train-00157,train,interpretation,3,things that keep happening this week make me feel awful,not_sarcastic,train-00157-interp3,5,True
train-00157,train,interpretation,4,thingskeep on happening this week that make me feel awful,not_sarcastic,train-00157-interp4,5,True
train-00157,train,interpretation,5,well things just keep happening this week that keep making me awful,not_sarcastic,train-00157-interp5,5,True
train-00158,train,original,0,and my stellar luck with women continues,sarcastic,train-00158-orig,5,True
train-00158,train,interpretation,1,and my bad luck with women continues,not_sarcastic,train-00158-interp1,5,True
train-00158,train,interpretation,2,and my terrible misfortune with women continues,not_sarcastic,train-00158-interp2,5,True
train-00158,train,interpretation,3,my bad luck with women continues,not_sarcastic,train-00158-interp3,5,True
train-00158,train,interpretation,4,and my stellar work with women ends,not_sarcastic,train-00158-interp4,5,True
train-00158,train,interpretation,5,and my bad luck with women has not stopped,not_sarcastic,train-00158-interp5,5,True
train-00159,train,original,0,way to go get someone in the bullpen now after all this good job do i have to tag this with ?,sarcastic,train-00159-orig,5,True
train-00159,train,interpretation,1,way to go get someone in the bullpen now after all this good job don't need to tag this with ?,not_sarcastic,train-00159-interp1,5,True
train-00159,train,interpretation,2,way to go get someone in the bullpen now after all this horrible job,not_sarcastic,train-00159-interp2,5,True
train-00159,train,interpretation,3,don't expect to tag someone for this,not_sarcastic,train-00159-interp3,5,True
train-00159,train,interpretation,4,way to go get someone in the bullpen now after all this good job do i have to tag this with ?,not_sarcastic,train-00159-interp4,5,True
train-00159,train,interpretation,5,come on get someone in the bullpen now after all this very bad job i don t have to tag this with ?,not_sarcastic,train-00159-interp5,5,True
train-00160,train,original,0,i love holidays that just are used for people to party,sarcastic,train-00160-orig,5,True
train-00160,train,interpretation,1,i hate holidays that just are used for people to party,not_sarcastic,train-00160-interp1,5,True
train-00160,train,interpretation,2,i hate holidays that just are used for people to party,not_sarcastic,train-00160-interp2,5,True
train-00160,train,interpretation,3,i don't like parties where people go just for party,not_sarcastic,train-00160-interp3,5,True
train-00160,train,interpretation,4,i hate holidays that just are used for people to party,not_sarcastic,train-00160-interp4,5,True
train-00160,train,interpretation,5,i am not a fan of holidays that people just use to party,not_sarcastic,train-00160-interp5,5,True
train-00161,train,original,0,my birth control pills lying openly at my station prt of my treatment amp cudn't care less does this qualify as female empowerment or ?,sarcastic,train-00161-orig,5,True
train-00161,train,interpretation,1,my birth control pills lying openly at my station prt of my treatment amp cudn't care less this does not qualify as female empowerment or ?,not_sarcastic,train-00161-interp1,5,True
train-00161,train,interpretation,2,my birth control pills lying openly at my station prt of my treatment amp cudn't care less this paints a bad image on women,not_sarcastic,train-00161-interp2,5,True
train-00161,train,interpretation,3,my birth control pills lying openly at my station prt of my treatment amp cudn't care less it doesn't qualify as female empowerment,not_sarcastic,train-00161-interp3,5,True
train-00161,train,interpretation,4,my birth control pills lying openly at my station prt of my treatment amp cudn't care less does this qualify as female empowerment or ?,not_sarcastic,train-00161-interp4,5,True
train-00161,train,interpretation,5,my birth control pills lying openly at my station prt of my treatment amp cudn't care less does this qualify as female empowerment or ?,not_sarcastic,train-00161-interp5,5,True
train-00162,train,original,0,wow awesome time for my car to have a blown head gasket this is great life is great wait way to start road trip to austin,sarcastic,train-00162-orig,5,True
train-00162,train,interpretation,1,wow awesome time for my car to have a blown head gasket this is great life is great wait way to start road trip to austin,not_sarcastic,train-00162-interp1,5,True
train-00162,train,interpretation,2,yuck horrible time for my car to have a blown head gasket this is awful life is awful wait way to stop road trip to austin,not_sarcastic,train-00162-interp2,5,True
train-00162,train,interpretation,3,horrible time for my car to have a blown head gasket this is awful,not_sarcastic,train-00162-interp3,5,True
train-00162,train,interpretation,4,bad time for my car to have a blown head,not_sarcastic,train-00162-interp4,5,True
train-00162,train,interpretation,5,oh crap my car picked the worst time for the head gasket to blow this is awful life sucks what a dreadful way to start road trip to austin,not_sarcastic,train-00162-interp5,5,True
train-00163,train,original,0,omg have you guys seen hulk vs batman ?,sarcastic,train-00163-orig,5,True
train-00163,train,interpretation,1,omg you guys have not seen hulk vs batman ?,not_sarcastic,train-00163-interp1,5,True
train-00163,train,interpretation,2,omg you mean you haven't seen hulk vs batman ?,not_sarcastic,train-00163-interp2,5,True
train-00163,train,interpretation,3,don't see hulk and batman,not_sarcastic,train-00163-interp3,5,True
train-00163,train,interpretation,4,omg you guys haven t seen hulk vs batman ?,not_sarcastic,train-00163-interp4,5,True
train-00163,train,interpretation,5,i think everyone has seen hulk vs batman ?,not_sarcastic,train-00163-interp5,5,True
train-00164,train,original,0,i'm a sobbing idiot boy i can't wait for monday,sarcastic,train-00164-orig,5,True
train-00164,train,interpretation,1,i'm a sobbing idiot boy i can't wait for monday,not_sarcastic,train-00164-interp1,5,True
train-00164,train,interpretation,2,i'm a sobbing idiot boy i wish monday wont come,not_sarcastic,train-00164-interp2,5,True
train-00164,train,interpretation,3,i don't want mondey,not_sarcastic,train-00164-interp3,5,True
train-00164,train,interpretation,4,i am a sobbing idiot oh boy not looking forward to monday,not_sarcastic,train-00164-interp4,5,True
train-00164,train,interpretation,5,i'm a sobbing idiot i hate mondays,not_sarcastic,train-00164-interp5,5,True
train-00165,train,original,0,i h8 being shy around guys like i had a crush on a guy this whole semester and only talked to him once wow nice going,sarcastic,train-00165-orig,5,True
train-00165,train,interpretation,1,i h8 being shy around guys like i had a crush on a guy this whole semester and only talked to him once really bad,not_sarcastic,train-00165-interp1,5,True
train-00165,train,interpretation,2,i hate being shy around guys like i had a crush on a guy this whole semester and only talked to him once ugh dull,not_sarcastic,train-00165-interp2,5,True
train-00165,train,interpretation,3,i h8 being shy around guys like i had a crush on a guy this whole semester and only talked to him once wow not good it is not going,not_sarcastic,train-00165-interp3,5,True
train-00165,train,interpretation,4,i h8 being shy around guys like i had a crush on a guy this whole semester and only talked to him once very annoying,not_sarcastic,train-00165-interp4,5,True
train-00165,train,interpretation,5,i h8 being shy around guys like i had a crush on a guy this whole semester and only talked to him once that is really bad,not_sarcastic,train-00165-interp5,5,True
train-00166,train,original,0,i love when i see people get mad at something that's clearly a joke over social media lol,sarcastic,train-00166-orig,5,True
train-00166,train,interpretation,1,i hate when i see people get mad at something that's clearly a joke over social media lol,not_sarcastic,train-00166-interp1,5,True
train-00166,train,interpretation,2,i hate when i see people get mad at something that's clearly a joke over social media,not_sarcastic,train-00166-interp2,5,True
train-00166,train,interpretation,3,i don't like when i see people get mad at something that's clearly a joke over social media,not_sarcastic,train-00166-interp3,5,True
train-00166,train,interpretation,4,i hate when i see people get mad at something that's clearly a joke over social media,not_sarcastic,train-00166-interp4,5,True
train-00166,train,interpretation,5,i hate when i see people get mad at something that's clearly a joke over social media,not_sarcastic,train-00166-interp5,5,True
train-00167,train,original,0,i just love getting ignored the feeling is great everyone keep doing it i love it,sarcastic,train-00167-orig,5,True
train-00167,train,interpretation,1,i just hate getting ignored the feeling is bad which everyone could stop doing it i hate it,not_sarcastic,train-00167-interp1,5,True
train-00167,train,interpretation,2,i just hate getting ignored the feeling is horrible everyone keep doing it i hate it,not_sarcastic,train-00167-interp2,5,True
train-00167,train,interpretation,3,i hate getting ignored the feeling is awful noone should keep doing it i hate it,not_sarcastic,train-00167-interp3,5,True
train-00167,train,interpretation,4,i just hate getting ignored the feeling is awful people stop that habit i hate it,not_sarcastic,train-00167-interp4,5,True
train-00167,train,interpretation,5,i dislike getting ignored the feeling is awful everyone stop doing it i hate it,not_sarcastic,train-00167-interp5,5,True
train-00168,train,original,0,i'm so into social media right now,sarcastic,train-00168-orig,5,True
train-00168,train,interpretation,1,i'm nor interested in social media for now,not_sarcastic,train-00168-interp1,5,True
train-00168,train,interpretation,2,i'm rarely into social media right now,not_sarcastic,train-00168-interp2,5,True
train-00168,train,interpretation,3,i'm not into social media at all,not_sarcastic,train-00168-interp3,5,True
train-00168,train,interpretation,4,i'm so into social media right now,not_sarcastic,train-00168-interp4,5,True
train-00168,train,interpretation,5,i am not interested in social media right now,not_sarcastic,train-00168-interp5,5,True
train-00169,train,original,0,i really like eating three bites and then being full,sarcastic,train-00169-orig,5,True
train-00169,train,interpretation,1,i really hate eating three bites and then being hungry,not_sarcastic,train-00169-interp1,5,True
train-00169,train,interpretation,2,i hate eating three bites since i'll not be full,not_sarcastic,train-00169-interp2,5,True
train-00169,train,interpretation,3,i really like eating three bites but i don't like being full,not_sarcastic,train-00169-interp3,5,True
train-00169,train,interpretation,4,i hate eating three bites and then being full,not_sarcastic,train-00169-interp4,5,True
train-00169,train,interpretation,5,i really don't like it when i eat three bites and then get full,not_sarcastic,train-00169-interp5,5,True
train-00170,train,original,0,around 10 pm every night one of my apartment neighbors plays a riveting rendition of hot cross buns on the violin my favorite,sarcastic,train-00170-orig,5,True
train-00170,train,interpretation,1,around 10 pm every night one of my apartment neighbors plays a riveting rendition of hot cross buns on the violin not my favorite,not_sarcastic,train-00170-interp1,5,True
train-00170,train,interpretation,2,around 10 pm every night one of my apartment neighbors plays a dull rendition of hot cross buns on the violin my dislike,not_sarcastic,train-00170-interp2,5,True
train-00170,train,interpretation,3,around 10 pm every night one of my apartment neighbors plays a riveting rendition of hot cross buns on the violin hate it,not_sarcastic,train-00170-interp3,5,True
train-00170,train,interpretation,4,my worst,not_sarcastic,train-00170-interp4,5,True
train-00170,train,interpretation,5,around 10 pm every night one of my apartment neighbours plays a riveting rendition of hot cross buns on the violin i don t like it,not_sarcastic,train-00170-interp5,5,True
train-00171,train,original,0,anyways going to do a bit of studying before bed gt 3 lt so yay,sarcastic,train-00171-orig,5,True
train-00171,train,interpretation,1,anyways going to do a bit of studying before bed gt 3 lt oh no,not_sarcastic,train-00171-interp1,5,True
train-00171,train,interpretation,2,anyways going to do a bit of studying before bed gt eww,not_sarcastic,train-00171-interp2,5,True
train-00171,train,interpretation,3,not excited to do a bit of studying before going to bed,not_sarcastic,train-00171-interp3,5,True
train-00171,train,interpretation,4,anyways going to do a bit of studying before bed time so annoying,not_sarcastic,train-00171-interp4,5,True
train-00171,train,interpretation,5,anyways going to do a bit of studying before bed so nay,not_sarcastic,train-00171-interp5,5,True
train-00172,train,original,0,i wonder if duterte wins if he'll kill his extremist supporters because of their death threats,sarcastic,train-00172-orig,5,True
train-00172,train,interpretation,1,i know if duterte wins he won't kill his extremist supporters because of their death threats,not_sarcastic,train-00172-interp1,5,True
train-00172,train,interpretation,2,i wonder if duterte wins if he'll save his extremist supporters because of their death threats,not_sarcastic,train-00172-interp2,5,True
train-00172,train,interpretation,3,i wonder if duterte wins if he'll kill his extremist supporters because of their death threats,not_sarcastic,train-00172-interp3,5,True
train-00172,train,interpretation,4,i wonder if duterte wins if he'll kill his extremist supporters because of their death threats,not_sarcastic,train-00172-interp4,5,True
train-00172,train,interpretation,5,i wonder if duterte wins if he'll kill his extremist duterte wins if making their awful,not_sarcastic,train-00172-interp5,5,True
train-00173,train,original,0,sarcasm my superpower,sarcastic,train-00173-orig,5,True
train-00173,train,interpretation,1,sarcasm my superpower,not_sarcastic,train-00173-interp1,5,True
train-00173,train,interpretation,2,sarcasm my importence,not_sarcastic,train-00173-interp2,5,True
train-00173,train,interpretation,3,sarcasm my superpower,not_sarcastic,train-00173-interp3,5,True
train-00173,train,interpretation,4,sarcasm my superpower,not_sarcastic,train-00173-interp4,5,True
train-00173,train,interpretation,5,sarcasm my superpower,not_sarcastic,train-00173-interp5,5,True
train-00174,train,original,0,why are the presidential campaigners fighting like little girls ? ? glad to know america is in one of the girls hands,sarcastic,train-00174-orig,5,True
train-00174,train,interpretation,1,why are the presidential campaigners fighting like little girls ? ? too bad to know america is in one of the girls hands,not_sarcastic,train-00174-interp1,5,True
train-00174,train,interpretation,2,why are the presidential campaigners fighting like little girls ? unhappy to know america is in one of the girls hands,not_sarcastic,train-00174-interp2,5,True
train-00174,train,interpretation,3,not happy to see presidential campaigners fighting like little girls,not_sarcastic,train-00174-interp3,5,True
train-00174,train,interpretation,4,why are the presidential campaigners fighting like little girls ? ? sad,not_sarcastic,train-00174-interp4,5,True
train-00174,train,interpretation,5,why are the presidential campaigners fighting like little girls ? disappointed to know america is in one of the girls hands,not_sarcastic,train-00174-interp5,5,True
train-00175,train,original,0,i'm really good at doing assignments at the last minute,sarcastic,train-00175-orig,5,True
train-00175,train,interpretation,1,i'm not really good at doing assignments at the last minute,not_sarcastic,train-00175-interp1,5,True
train-00175,train,interpretation,2,i'm poor at doing assignments at the last minute,not_sarcastic,train-00175-interp2,5,True
train-00175,train,interpretation,3,i'm really bad at doing assignments at the last minute,not_sarcastic,train-00175-interp3,5,True
train-00175,train,interpretation,4,i m really bad at doing assignments at the last minute,not_sarcastic,train-00175-interp4,5,True
train-00175,train,interpretation,5,i suck at doing assignments at the last minute,not_sarcastic,train-00175-interp5,5,True
train-00176,train,original,0,so pumped for all the awkward encounters i have to endure within the next few weeks,sarcastic,train-00176-orig,5,True
train-00176,train,interpretation,1,so pumped for all the awkward encounters i have to fight it within the next few weeks,not_sarcastic,train-00176-interp1,5,True
train-00176,train,interpretation,2,so relaxed for all the great encounters i have to enjoy within the next few weeks,not_sarcastic,train-00176-interp2,5,True
train-00176,train,interpretation,3,not excited for all the awkward encounters i have to endure within the next few weeks,not_sarcastic,train-00176-interp3,5,True
train-00176,train,interpretation,4,am not ready for all the awkward encounters i have to endure within the next few,not_sarcastic,train-00176-interp4,5,True
train-00176,train,interpretation,5,i am not looking forward to all the awkward moments i have to endure within the next few weeks,not_sarcastic,train-00176-interp5,5,True
train-00177,train,original,0,when you see people story and think wow how classy,sarcastic,train-00177-orig,5,True
train-00177,train,interpretation,1,when you see people story and think wow how serious,not_sarcastic,train-00177-interp1,5,True
train-00177,train,interpretation,2,when you see people story and think yuk how tasteless,not_sarcastic,train-00177-interp2,5,True
train-00177,train,interpretation,3,when you see people story and think hot not classy they are,not_sarcastic,train-00177-interp3,5,True
train-00177,train,interpretation,4,when you see people story and think omg how typical,not_sarcastic,train-00177-interp4,5,True
train-00177,train,interpretation,5,when you see people story and think just how much class they lack,not_sarcastic,train-00177-interp5,5,True
train-00178,train,original,0,previous tweet with heavy dose of btw if it needs to be said,sarcastic,train-00178-orig,5,True
train-00178,train,interpretation,1,previous tweet with heavy dose of btw if it needs to be said,not_sarcastic,train-00178-interp1,5,True
train-00178,train,interpretation,2,previous tweet with heavy dose of sarcasm it doesn't need to be said,not_sarcastic,train-00178-interp2,5,True
train-00178,train,interpretation,3,hope you understood that my previous tweet was sarcastic,not_sarcastic,train-00178-interp3,5,True
train-00178,train,interpretation,4,previous tweet with no sarcasm,not_sarcastic,train-00178-interp4,5,True
train-00178,train,interpretation,5,previous tweet with heavy dose of btw if it needs to be said,not_sarcastic,train-00178-interp5,5,True
train-00179,train,original,0,thanks guys really thanks,sarcastic,train-00179-orig,5,True
train-00179,train,interpretation,1,fuck guys fuck,not_sarcastic,train-00179-interp1,5,True
train-00179,train,interpretation,2,ooh no guys damn you,not_sarcastic,train-00179-interp2,5,True
train-00179,train,interpretation,3,why did you do that to me guys ?,not_sarcastic,train-00179-interp3,5,True
train-00179,train,interpretation,4,i see you guys,not_sarcastic,train-00179-interp4,5,True
train-00179,train,interpretation,5,i don t appreciate that guys,not_sarcastic,train-00179-interp5,5,True
train-00180,train,original,0,i love when people who are supposedly close to you plan stuff and tell everyone first before you,sarcastic,train-00180-orig,5,True
train-00180,train,interpretation,1,i hate when people who are supposedly close to you plan stuff and tell everyone first before you,not_sarcastic,train-00180-interp1,5,True
train-00180,train,interpretation,2,i hate when people who are supposedly close to you plan stuff and tell everyone first before you,not_sarcastic,train-00180-interp2,5,True
train-00180,train,interpretation,3,i hate when people who are supposedly close to you plan stuff and tell everyone first before you,not_sarcastic,train-00180-interp3,5,True
train-00180,train,interpretation,4,i hate when people who are supposedly close to you plan stuff and tell everyone first before you,not_sarcastic,train-00180-interp4,5,True
train-00180,train,interpretation,5,i don t like it when people who are supposedly close to you plan stuff and tell everyone first before you,not_sarcastic,train-00180-interp5,5,True
train-00181,train,original,0,occasionally i like sharing information nobody actually cares about the magic of internet,sarcastic,train-00181-orig,5,True
train-00181,train,interpretation,1,occasionally i like sharing information people actually cares about the magic of internet,not_sarcastic,train-00181-interp1,5,True
train-00181,train,interpretation,2,occasionally i hate sharing information nobody actually cares about the downside of the internet,not_sarcastic,train-00181-interp2,5,True
train-00181,train,interpretation,3,thanks to internet anyone can share whatever,not_sarcastic,train-00181-interp3,5,True
train-00181,train,interpretation,4,often i hate sharing information everyone cares not of,not_sarcastic,train-00181-interp4,5,True
train-00181,train,interpretation,5,i occasionally ilke sharing information nobody actually cares about the magic of internet,not_sarcastic,train-00181-interp5,5,True
train-00182,train,original,0,late shift finished but can't go to bed just yet not until i found out who the new police crime commissioner of bedfordshire is,sarcastic,train-00182-orig,5,True
train-00182,train,interpretation,1,late shift finished going to bed now not interested in finding ound out who the new police crime commissioner of bedfordshire is,not_sarcastic,train-00182-interp1,5,True
train-00182,train,interpretation,2,late shift finished but can't go to bed just yet not until i found out who the new police crime commissioner of bedfordshire is,not_sarcastic,train-00182-interp2,5,True
train-00182,train,interpretation,3,don't care who is the new police crime commissioner of bedfordshire,not_sarcastic,train-00182-interp3,5,True
train-00182,train,interpretation,4,late shift finished i will go to bed earlier i do not want to find out who the new police crime commissioner of bedfordshire is,not_sarcastic,train-00182-interp4,5,True
train-00182,train,interpretation,5,late shift finished but can't go to bed just yet not until i found out who the new police crime commissioner of bedfordshire is,not_sarcastic,train-00182-interp5,5,True
train-00183,train,original,0,obviously,sarcastic,train-00183-orig,5,True
train-00183,train,interpretation,1,uncertain,not_sarcastic,train-00183-interp1,5,True
train-00183,train,interpretation,2,mysteriously,not_sarcastic,train-00183-interp2,5,True
train-00183,train,interpretation,3,obviously,not_sarcastic,train-00183-interp3,5,True
train-00183,train,interpretation,4,obviously,not_sarcastic,train-00183-interp4,5,True
train-00183,train,interpretation,5,obviously,not_sarcastic,train-00183-interp5,5,True
train-00184,train,original,0,i can't wait for the dark power rangers movie that's going for a mature audience,sarcastic,train-00184-orig,5,True
train-00184,train,interpretation,1,looking forward to seeing the dark power rangers movie go for a mature audience,not_sarcastic,train-00184-interp1,5,True
train-00184,train,interpretation,2,i don't like the dark power rangers movie that's going for a mature audience,not_sarcastic,train-00184-interp2,5,True
train-00184,train,interpretation,3,i don't want to see r the dark power rangers movie that's going for a mature audience,not_sarcastic,train-00184-interp3,5,True
train-00184,train,interpretation,4,i am not eager to view the dark power ranges movie that is going for a mature audience,not_sarcastic,train-00184-interp4,5,True
train-00184,train,interpretation,5,i am not excited about the dark power rangers movie that's going for a mature audience,not_sarcastic,train-00184-interp5,5,True
train-00185,train,original,0,oh look it's the yankees on mlb network they're never on mlb network,sarcastic,train-00185-orig,5,True
train-00185,train,interpretation,1,oh look it's the yankees on mlb network they're always on mlb network,not_sarcastic,train-00185-interp1,5,True
train-00185,train,interpretation,2,as usual it's the yankees on mlb network they're always on mlb network,not_sarcastic,train-00185-interp2,5,True
train-00185,train,interpretation,3,the yankees are all the time on mlb network,not_sarcastic,train-00185-interp3,5,True
train-00185,train,interpretation,4,oh look it's the yankees on mlb network they're always on mlb network,not_sarcastic,train-00185-interp4,5,True
train-00185,train,interpretation,5,as usual the yankees are on mlb network,not_sarcastic,train-00185-interp5,5,True
train-00186,train,original,0,i totally love 2 h phone calls in the dead of night by ppl i couldn't care less about next time i'll pretend i'm asleep already,sarcastic,train-00186-orig,5,True
train-00186,train,interpretation,1,i totally hate 2 h phone calls in the dead of night by ppl i care less about next time i'll pretend i'm asleep already,not_sarcastic,train-00186-interp1,5,True
train-00186,train,interpretation,2,i totally hate 2 h phone calls in the dead of night by ppl i could care less about next time i'll pretend i'm asleep already,not_sarcastic,train-00186-interp2,5,True
train-00186,train,interpretation,3,i totally hate 2 h phone calls in the dead of night by ppl i couldn't care less about,not_sarcastic,train-00186-interp3,5,True
train-00186,train,interpretation,4,next time i'll pretend i'm asleep already i completely hate 2 h phone calls in the dead of night,not_sarcastic,train-00186-interp4,5,True
train-00186,train,interpretation,5,i am really not into 2 h phone calls in the dead of night by people i couldn't care less about next time i'll pretend i'm asleep,not_sarcastic,train-00186-interp5,5,True
train-00187,train,original,0,your effort is very much appreciated,sarcastic,train-00187-orig,5,True
train-00187,train,interpretation,1,your effort is very much unnoticed,not_sarcastic,train-00187-interp1,5,True
train-00187,train,interpretation,2,your effort is very much disvalued,not_sarcastic,train-00187-interp2,5,True
train-00187,train,interpretation,3,i don't care about your effort,not_sarcastic,train-00187-interp3,5,True
train-00187,train,interpretation,4,your effort means nothing,not_sarcastic,train-00187-interp4,5,True
train-00187,train,interpretation,5,you did not put in any effort,not_sarcastic,train-00187-interp5,5,True
train-00188,train,original,0,well today has started out so well i can't wait for the rest of the day,sarcastic,train-00188-orig,5,True
train-00188,train,interpretation,1,well today has started out so well looking forward to the rest of the day,not_sarcastic,train-00188-interp1,5,True
train-00188,train,interpretation,2,well today has started out badly i wish i could bypass the rest of the day,not_sarcastic,train-00188-interp2,5,True
train-00188,train,interpretation,3,today started so bad that i don't want to see the rest of the day,not_sarcastic,train-00188-interp3,5,True
train-00188,train,interpretation,4,well today has started out so bad that i don t wish for the rest of the day,not_sarcastic,train-00188-interp4,5,True
train-00188,train,interpretation,5,well today has started out so badly i am dreading the rest of the day,not_sarcastic,train-00188-interp5,5,True
