example_id,family_id,role,interp_index,text,label
train-00426-interp1,train-00426,interpretation,1,loving y2j when he faces dean its just blah its just i dont care who's the best in the world jericho,not_sarcastic
train-00426-interp2,train-00426,interpretation,2,hating y2j when he faces dean its just blah its just i dont care who's the worst in the world jericho,not_sarcastic
train-00427-orig,train-00427,original,0,not even 6 am and i am killing today already,sarcastic
train-00427-interp1,train-00427,interpretation,1,not even 6 am and i am already far with today's work already,not_sarcastic
train-00427-interp2,train-00427,interpretation,2,not even 6 am and i am failing today already,not_sarcastic
train-00428-orig,train-00428,original,0,don't you love it when you wake up at 5 30 am and can't fall back asleep ? might as well get up and get things done,sarcastic
train-00428-interp1,train-00428,interpretation,1,don't you love it when you wake up at 5 30 am and feeling sleeping again ? might as well get up and get things done,not_sarcastic
train-00428-interp2,train-00428,interpretation,2,don't you hate it when you wake up at 5 30 am and can't fall back asleep ? can't get up to get things done,not_sarcastic
train-00429-orig,train-00429,original,0,belle under a sleeping curse oh no,sarcastic
train-00429-interp1,train-00429,interpretation,1,bellw sleep too much rush oh no,not_sarcastic
train-00429-interp2,train-00429,interpretation,2,belle is lazy oh no,not_sarcastic
train-00430-orig,train-00430,original,0,i love nights where i'm tired but sleep doesn't come,sarcastic
train-00430-interp1,train-00430,interpretation,1,i hate nights where i'm tired but sleep doesn't come,not_sarcastic
train-00430-interp2,train-00430,interpretation,2,i hate nights where i'm tired but sleep doesn't come,not_sarcastic
train-00431-orig,train-00431,original,0,those 3 cups of coffee before bed were a really good idea,sarcastic
train-00431-interp1,train-00431,interpretation,1,those 3 cups of coffee before bed were a really a bad idea,not_sarcastic
train-00431-interp2,train-00431,interpretation,2,those 3 cups of coffee before bed were a really good idea,not_sarcastic
train-00432-orig,train-00432,original,0,i dont do coke or any other hard drug but after how fucking stupid tonight is time to consider,sarcastic
train-00432-interp1,train-00432,interpretation,1,i dont do coke or any other hard drug but after how fucking stupid tonight is time to drink,not_sarcastic
train-00432-interp2,train-00432,interpretation,2,i don't do coke or any other hard drug but after how fucking stupid tonight is time to ignore,not_sarcastic
train-00433-orig,train-00433,original,0,it's soo great to take a trip everytime my man leaves his damn shoes out fucking camouflage shoes every fucking time man,sarcastic
train-00433-interp1,train-00433,interpretation,1,it's soo annoying to take a trip everytime my man leaves his damn shoes out fucking camouflage shoes every fucking time man,not_sarcastic
train-00433-interp2,train-00433,interpretation,2,it's so annoying to take a trip everytime my man leaves his damn shoes out fucking camouflage shoes every fucking time man,not_sarcastic
train-00434-orig,train-00434,original,0,best part is i don't even have the 8 bucks to go get a new one at tiger mart hell week just got a little bit better,sarcastic
train-00434-interp1,train-00434,interpretation,1,worst part is i don't even have the 8 bucks to go get a new one at tiger mart hell week just got a little bit better,not_sarcastic
train-00434-interp2,train-00434,interpretation,2,worst part is i don't even have the 8 bucks to go get a new one at tiger mart hell week just got a little bit worse,not_sarcastic
train-00435-orig,train-00435,original,0,poor ginobili that guy has never gotten calls,sarcastic
train-00435-interp1,train-00435,interpretation,1,poor ginobili that guy has never gotten calls,not_sarcastic
train-00435-interp2,train-00435,interpretation,2,poor ginobili that guy has gotten lots of calls,not_sarcastic
train-00436-orig,train-00436,original,0,this tweet needed a,sarcastic
train-00436-interp1,train-00436,interpretation,1,this tweet don t need a,not_sarcastic
train-00436-interp2,train-00436,interpretation,2,this tweet didn't need a sarcasm,not_sarcastic
train-00437-orig,train-00437,original,0,i enjoy our conversations,sarcastic
train-00437-interp1,train-00437,interpretation,1,i seem not to enjoy our conversations,not_sarcastic
train-00437-interp2,train-00437,interpretation,2,i hate our conversations,not_sarcastic
train-00438-orig,train-00438,original,0,pfff what beauty sleep ? i'm beautiful already,sarcastic
train-00438-interp1,train-00438,interpretation,1,pfff what rubbish sleep ? i'm ugly already,not_sarcastic
train-00438-interp2,train-00438,interpretation,2,ugh what dull sleep ? i'm ugly already,not_sarcastic
train-00439-orig,train-00439,original,0,i feel sick i can't sleep and i have an exam in four days life is just swell,sarcastic
train-00439-interp1,train-00439,interpretation,1,i feel sick i can't sleep and i have an exam in four days life is just so stressful,not_sarcastic
train-00439-interp2,train-00439,interpretation,2,i feel sick i can't sleep and i have an exam in four days life is just terrible,not_sarcastic
train-00440-orig,train-00440,original,0,music and music education really need more old bitter dudes keep sharing the joy of music people,sarcastic
train-00440-interp1,train-00440,interpretation,1,music and music education really need more old bitter dudes keep sharing the joy of music people,not_sarcastic
train-00440-interp2,train-00440,interpretation,2,music and music education do not need more old bitter dudes the bitterness of music people cease,not_sarcastic
train-00441-orig,train-00441,original,0,mets won tonite with the battery of colonplawecki does this mean we won on cp time ?,sarcastic
train-00441-interp1,train-00441,interpretation,1,mets won tonite with the battery of colonplawecki does this mean we won on cp time ?,not_sarcastic
train-00441-interp2,train-00441,interpretation,2,mets won tonite with the battery of colonplawecki but this is far from winning cp time,not_sarcastic
train-00442-orig,train-00442,original,0,this is cool,sarcastic
train-00442-interp1,train-00442,interpretation,1,this is bad,not_sarcastic
train-00442-interp2,train-00442,interpretation,2,this is awful,not_sarcastic
train-00443-orig,train-00443,original,0,since it's my last week of school fyi all those good for you statements do not hold true the same meaning as to what u may think,sarcastic
train-00443-interp1,train-00443,interpretation,1,since it's my last week of school fyi all those good for you statements do not hold true the same meaning as to what u may think,not_sarcastic
train-00443-interp2,train-00443,interpretation,2,since it's my last week of school fyi all those bad for you statements do not hold true the same meaning as to what u may think,not_sarcastic
train-00444-orig,train-00444,original,0,wondering why intelligent people tend to keep quiet than talk much ? becoz they already knows all shits that non intell want to say,sarcastic
train-00444-interp1,train-00444,interpretation,1,wondering why intelligent people tend to keep quiet than talk much ? because there is wisdom in silence,not_sarcastic
train-00444-interp2,train-00444,interpretation,2,wondering why intelligent people tend to keep quiet than talk much ? becoz they hate all the shits that the foolish want to say,not_sarcastic
train-00445-orig,train-00445,original,0,oh yeah i'm the off one,sarcastic
train-00445-interp1,train-00445,interpretation,1,oh yeah i'm the odd one,not_sarcastic
train-00445-interp2,train-00445,interpretation,2,oh no i'm the crazy one,not_sarcastic
train-00446-orig,train-00446,original,0,everyone's favorite mechanic in video games is ice physics yay slipping and sliding all over the place,sarcastic
train-00446-interp1,train-00446,interpretation,1,everyone's favorite mechanic in video games is ice physics yay slipping and sliding all over the place,not_sarcastic
train-00446-interp2,train-00446,interpretation,2,everyone's disliked mechanic in video games is ice physics yuck slipping and sliding all over the place,not_sarcastic
train-00447-orig,train-00447,original,0,now that i'm 21 it's time to hit the casinos and gamble my life savings away,sarcastic
train-00447-interp1,train-00447,interpretation,1,now that i'm 21 it's time to do what mature people do,not_sarcastic
train-00447-interp2,train-00447,interpretation,2,that i'm 21 it's shouldn't make me hit the casinos and gamble my life savings away,not_sarcastic
train-00448-orig,train-00448,original,0,i love when my commute consists of people unable to drive while on phones esp when trying to take off my bumper in a parking lot,sarcastic
train-00448-interp1,train-00448,interpretation,1,i hate when my commute consists of people unable to drive while on phones esp when trying to take off my bumper in a parking lot,not_sarcastic
train-00448-interp2,train-00448,interpretation,2,i hate when my commute consists of people unable to drive while on phones esp when trying to take off my bumper in a parking lot,not_sarcastic
train-00449-orig,train-00449,original,0,love having my things stolen and returned broken to me,sarcastic
train-00449-interp1,train-00449,interpretation,1,hate having my things stolen and returned broken to me,not_sarcastic
train-00449-interp2,train-00449,interpretation,2,hate having my things stolen and returned broken to me,not_sarcastic
train-00450-orig,train-00450,original,0,love it when the hawks choke,sarcastic
train-00450-interp1,train-00450,interpretation,1,hate it when the hawks choke,not_sarcastic
train-00450-interp2,train-00450,interpretation,2,hate it when the hawks choke,not_sarcastic
train-00451-orig,train-00451,original,0,you are always classy toronto don't change,sarcastic
train-00451-interp1,train-00451,interpretation,1,you are not classy toronto better change,not_sarcastic
train-00451-interp2,train-00451,interpretation,2,you are always lackadaisical toronto you've to change,not_sarcastic
train-00452-orig,train-00452,original,0,throw it to first delino maybe you can get him out,sarcastic
train-00452-interp1,train-00452,interpretation,1,no need to throw it to first delino because you cant get him out,not_sarcastic
train-00452-interp2,train-00452,interpretation,2,don't throw it to first delino you can't get him out,not_sarcastic
train-00453-orig,train-00453,original,0,and then make a stupid foul ? great game from horford,sarcastic
train-00453-interp1,train-00453,interpretation,1,and then make a stupid foul ? worst game from horford,not_sarcastic
train-00453-interp2,train-00453,interpretation,2,and then make a stupid foul ? bad game from horford,not_sarcastic
train-00454-orig,train-00454,original,0,hard to tell who cbc announcers are cheering for lol,sarcastic
train-00454-interp1,train-00454,interpretation,1,easy to tell who cbc announcers are cheering for lol,not_sarcastic
train-00454-interp2,train-00454,interpretation,2,it's obvious who cbc announcers are cheering for,not_sarcastic
train-00455-orig,train-00455,original,0,penalty on williams because the refs like the pens best,sarcastic
train-00455-interp1,train-00455,interpretation,1,penalty on williams because the refs hate the pens best,not_sarcastic
train-00455-interp2,train-00455,interpretation,2,penalty on williams because the refs like the pens worst,not_sarcastic
train-00456-orig,train-00456,original,0,this whole week has made my heart and soul feel so warm and fuzzy,sarcastic
train-00456-interp1,train-00456,interpretation,1,this whole week has made my heart and soul feel so cold and careless,not_sarcastic
train-00456-interp2,train-00456,interpretation,2,this whole week has made my heart and soul feel so dull and fuzzy,not_sarcastic
train-00457-orig,train-00457,original,0,great start brewers,sarcastic
train-00457-interp1,train-00457,interpretation,1,not a good start brewers,not_sarcastic
train-00457-interp2,train-00457,interpretation,2,poor start brewers,not_sarcastic
train-00458-orig,train-00458,original,0,such a wonderful day,sarcastic
train-00458-interp1,train-00458,interpretation,1,such a awful day,not_sarcastic
train-00458-interp2,train-00458,interpretation,2,such a bummer day,not_sarcastic
train-00459-orig,train-00459,original,0,the fear of deportation if trump wins has caused an increase in citizenship applications this man is a genius,sarcastic
train-00459-interp1,train-00459,interpretation,1,the fear of deportation if trump wins has caused an increase in citizenship applications this man is cracy,not_sarcastic
train-00459-interp2,train-00459,interpretation,2,the fear of deportation if trump wins has caused a decrease in citizenship applications this man is an idiot,not_sarcastic
train-00460-orig,train-00460,original,0,has there been a football game on ?,sarcastic
train-00460-interp1,train-00460,interpretation,1,the football game has been on just so annoying,not_sarcastic
train-00460-interp2,train-00460,interpretation,2,there has not been a footbal game on,not_sarcastic
train-00461-orig,train-00461,original,0,who doesn't adore being ignored ?,sarcastic
train-00461-interp1,train-00461,interpretation,1,who doesn't hate being ignored ?,not_sarcastic
train-00461-interp2,train-00461,interpretation,2,who doesn't hate being ignored ?,not_sarcastic
train-00462-orig,train-00462,original,0,oh how i enjoy hearing the inebriated discuss politics,sarcastic
train-00462-interp1,train-00462,interpretation,1,oh how i hate hearing the inebriated discuss politics,not_sarcastic
train-00462-interp2,train-00462,interpretation,2,oh how i hate hearing the inebriated discuss politics,not_sarcastic
train-00463-orig,train-00463,original,0,well done leicester i'm sure all their supporters are proud of vardy huth simpson fine role models,sarcastic
train-00463-interp1,train-00463,interpretation,1,well done leicester i'm sure all their supporters are not proud of vardy huth simpson bad role models,not_sarcastic
train-00463-interp2,train-00463,interpretation,2,well done leicester i'm sure all their supporters are proud of vardy huth simpson fine role models,not_sarcastic
train-00464-orig,train-00464,original,0,chelsea have had a great season and aren't trying to celebrate vicariously through another club's triumph,sarcastic
train-00464-interp1,train-00464,interpretation,1,chelsea have had a worst season and aren't trying to celebrate vicariously through another club's triumph,not_sarcastic
train-00464-interp2,train-00464,interpretation,2,chelsea have had a poor season and are moaning since another club triumphed,not_sarcastic
train-00465-orig,train-00465,original,0,rumored politically correct concept of open to all will soon be applied to h s college basketball amp football g a s p,sarcastic
train-00465-interp1,train-00465,interpretation,1,rumored politically correct concept of open to all will soon be applied to h s college basketball amp football whatever,not_sarcastic
train-00465-interp2,train-00465,interpretation,2,rumored politicallyincorrect concept of open to all will soon be applied to h s college basketball amp football,not_sarcastic
train-00466-orig,train-00466,original,0,gee and i thought chelsea and spurs quite liked each another,sarcastic
train-00466-interp1,train-00466,interpretation,1,gee and i thought chelsea and spurs quite hate each another,not_sarcastic
train-00466-interp2,train-00466,interpretation,2,oh no and i knew chelsea and spurs hate each other,not_sarcastic
train-00467-orig,train-00467,original,0,hotspurs went down with a lot of class,sarcastic
train-00467-interp1,train-00467,interpretation,1,hotspurs went down with a lot of class,not_sarcastic
train-00467-interp2,train-00467,interpretation,2,hotspurs went down with too low class,not_sarcastic
train-00468-orig,train-00468,original,0,wow twitter thanks for showing me on my tl tweets my friends like thats not something i was expecting twitter is much better now,sarcastic
train-00468-interp1,train-00468,interpretation,1,wow twitter thanks for showing me on my tl tweets my friends like thats not something i was expecting twitter is getting worst now,not_sarcastic
train-00468-interp2,train-00468,interpretation,2,damned twitter for not showing me on my tl tweets my friends like that's something i was expecting twitter is much worse now,not_sarcastic
train-00469-orig,train-00469,original,0,wide awake and i have to be at work at 7 30 am love my life,sarcastic
train-00469-interp1,train-00469,interpretation,1,still sleeping and i have to be at work at 7 30 am hate my life,not_sarcastic
train-00469-interp2,train-00469,interpretation,2,wide awake and i have to be at work at 7 30 am hate my life,not_sarcastic
train-00470-orig,train-00470,original,0,painting the kitchen and dining room is exactly what i wanna do after getting home from work sense my ?,sarcastic
train-00470-interp1,train-00470,interpretation,1,that work is exactly what i am not going to do after getting home from work sense my ?,not_sarcastic
train-00470-interp2,train-00470,interpretation,2,painting the kitchen and dining room is exactly what i don't want to do after getting home from work,not_sarcastic
train-00471-orig,train-00471,original,0,not too bad,sarcastic
train-00471-interp1,train-00471,interpretation,1,great,not_sarcastic
train-00471-interp2,train-00471,interpretation,2,too bad,not_sarcastic
train-00472-orig,train-00472,original,0,i love bank holidays on twitter when everyone thinks monday is sunday haha what a funny comment to make cus of the extra day ha,sarcastic
train-00472-interp1,train-00472,interpretation,1,i hate bank holidays on twitter when everyone thinks monday is sunday what a boring comment to make cus of the extra day,not_sarcastic
train-00472-interp2,train-00472,interpretation,2,i hate bank holidays on twitter when everyone thinks monday is sunday cus of the extra day i'm sorry to make this comment,not_sarcastic
train-00473-orig,train-00473,original,0,you were my cup of tea but i drink champange now,sarcastic
train-00473-interp1,train-00473,interpretation,1,i used to care for you but you are no longer important,not_sarcastic
train-00473-interp2,train-00473,interpretation,2,you were my cup of tea but you don't make me happy any more somebody else is my darling now,not_sarcastic
train-00474-orig,train-00474,original,0,hard to believe in 25 days the magical switch will flip and i'll be totally different and mature enough to consume alcohol,sarcastic
train-00474-interp1,train-00474,interpretation,1,can't believe in 25 days the magical switch will flip and i'll be totally different and mature enough to consume alcohol,not_sarcastic
train-00474-interp2,train-00474,interpretation,2,hard to believe in 25 days the magical switch will flip and i'll be totally different and very immature to consume alcohol,not_sarcastic
train-00475-orig,train-00475,original,0,oh i'm sorry i don't speak stupid,sarcastic
train-00475-interp1,train-00475,interpretation,1,fuck off can say whatever i like,not_sarcastic
train-00475-interp2,train-00475,interpretation,2,oh i'm sorry i speak stupid,not_sarcastic
train-00476-orig,train-00476,original,0,new office mate is a smoker fabulous,sarcastic
train-00476-interp1,train-00476,interpretation,1,new office mate is a smoker shit,not_sarcastic
train-00476-interp2,train-00476,interpretation,2,new office mate is a smoker dull,not_sarcastic
train-00477-orig,train-00477,original,0,the computers at fredonia are really fast,sarcastic
train-00477-interp1,train-00477,interpretation,1,the computers at fredonia are really slow,not_sarcastic
train-00477-interp2,train-00477,interpretation,2,the computers at fredonia are very slow,not_sarcastic
train-00478-orig,train-00478,original,0,i just love how my mom takes phone calls while she's filling out her portion of my fafsa sarcasm,sarcastic
train-00478-interp1,train-00478,interpretation,1,i just hate how my mom takes phone calls while she's filling out her portion of my fafsa,not_sarcastic
train-00478-interp2,train-00478,interpretation,2,i just hate how my mom takes phone calls while she's filling out her portion of my fafsa,not_sarcastic
train-00479-orig,train-00479,original,0,fishing event in our town they bring fish from elsewhere overload the pond and let the kids fish that way no kid is disappointed,sarcastic
train-00479-interp1,train-00479,interpretation,1,fishing event in our town they bring fish from elsewhere overload the pond and let the kids fish that way every kid is disappointed,not_sarcastic
train-00479-interp2,train-00479,interpretation,2,fishing event in our town they bring fish from elsewhere overload the pond and let the kids fish that way every kid disappointed,not_sarcastic
train-00480-orig,train-00480,original,0,thanks starbucks for playing music that makes me sad,sarcastic
train-00480-interp1,train-00480,interpretation,1,thanks starbucks for playing music that makes me feel great,not_sarcastic
train-00480-interp2,train-00480,interpretation,2,be cursed starbucks for playing music that makes me sad,not_sarcastic
train-00481-orig,train-00481,original,0,seems kelly is upset because the network values her cohost more than they do her how dare they him ? ? ?,sarcastic
train-00481-interp1,train-00481,interpretation,1,seems kelly is upset because the network values her cohost more than they do her so,not_sarcastic
train-00481-interp2,train-00481,interpretation,2,seems kelly is upset because the network values her cohost more than they do her how dare they him ?,not_sarcastic
train-00482-orig,train-00482,original,0,why yes i did want to taste your perfume thank you so much for sharing,sarcastic
train-00482-interp1,train-00482,interpretation,1,why yes i did want to taste your perfume thank you so much for sharing,not_sarcastic
train-00482-interp2,train-00482,interpretation,2,why yes i did want to taste your perfume it's very bitter that you denied me,not_sarcastic
train-00483-orig,train-00483,original,0,oh good the front end of the bean market is up because there's so much nearby demand,sarcastic
train-00483-interp1,train-00483,interpretation,1,oh no the front end of the bean market is down because there's no much nearby demand,not_sarcastic
train-00483-interp2,train-00483,interpretation,2,ugh no the front end of the bean market is up because there's so much nearby demand,not_sarcastic
train-00484-orig,train-00484,original,0,power of elitesnowthat's what is dream life,sarcastic
train-00484-interp1,train-00484,interpretation,1,power of elitesnowthat's what is dream life,not_sarcastic
train-00484-interp2,train-00484,interpretation,2,power of elites now that's an enslaving life,not_sarcastic
train-00485-orig,train-00485,original,0,i was born intelligent but education ruined me,sarcastic
train-00485-interp1,train-00485,interpretation,1,i was born intelligent but learning seems difficult,not_sarcastic
train-00485-interp2,train-00485,interpretation,2,i was born foolish but education uplifted me,not_sarcastic
train-00486-orig,train-00486,original,0,love morning dentist appointments,sarcastic
train-00486-interp1,train-00486,interpretation,1,hate morning dentist appointments,not_sarcastic
train-00486-interp2,train-00486,interpretation,2,hate morning dentist appointments,not_sarcastic
train-00487-orig,train-00487,original,0,best part of starting a new job ? orientation,sarcastic
train-00487-interp1,train-00487,interpretation,1,worst part of starting a new job ? orientation,not_sarcastic
train-00487-interp2,train-00487,interpretation,2,worst part of starting a new job ? orientation,not_sarcastic
train-00488-orig,train-00488,original,0,president obama s white house dinner was highlight of his presidency fulfilling supporter's expectations for posterity truly,sarcastic
train-00488-interp1,train-00488,interpretation,1,president obama s white house dinner was highlight of his presidency fulfilling supporter's expectations for posterity not so true,not_sarcastic
train-00488-interp2,train-00488,interpretation,2,president obama's white house dinner was highlight of his presidency killing supporter's expectations for posterity sad,not_sarcastic
train-00489-orig,train-00489,original,0,it's cool it's not like i have any work to do on my computer,sarcastic
train-00489-interp1,train-00489,interpretation,1,it's bad because i have some work to be completed on my computer,not_sarcastic
train-00489-interp2,train-00489,interpretation,2,it's dull it's like i have a lot of work to do on my computer,not_sarcastic
train-00490-orig,train-00490,original,0,someone really should invent a font imagine how much time and data that would save,sarcastic
train-00490-interp1,train-00490,interpretation,1,someone really should invent a font imagine how much time and data that would save,not_sarcastic
train-00490-interp2,train-00490,interpretation,2,someone shouldn't invent a sarcasm font imagine how much time and data that would waste,not_sarcastic
train-00491-orig,train-00491,original,0,i love going to the mpf multiple times to get something done that should be taken care of the first time,sarcastic
train-00491-interp1,train-00491,interpretation,1,i hate going to the mpf multiple times to get something done that should be taken care of the first time,not_sarcastic
train-00491-interp2,train-00491,interpretation,2,i hate going to the mpf multiple times to get something done that should be taken care of the first time,not_sarcastic
train-00492-orig,train-00492,original,0,cannot wait to get to work and explain what's gone on,sarcastic
train-00492-interp1,train-00492,interpretation,1,looking forward to get to work and explain what's gone on,not_sarcastic
train-00492-interp2,train-00492,interpretation,2,i wish i won't get to work and explain what's gone on,not_sarcastic
train-00493-orig,train-00493,original,0,nice of the nhl to apply suspensions consistently,sarcastic
train-00493-interp1,train-00493,interpretation,1,nice of the nhl to suspend with favourism,not_sarcastic
train-00493-interp2,train-00493,interpretation,2,sad of the nhl to apply suspensions consistently,not_sarcastic
train-00494-orig,train-00494,original,0,just discovered people have blurred their houses on google street view im sure theyre very important,sarcastic
train-00494-interp1,train-00494,interpretation,1,just discovered people have blurred their houses on google street view im sure theyre not important,not_sarcastic
train-00494-interp2,train-00494,interpretation,2,just discovered people have blurred their houses on google street view im sure they're very useless,not_sarcastic
train-00495-orig,train-00495,original,0,what a great start this morning headache but i am going to make it a great day at work,sarcastic
train-00495-interp1,train-00495,interpretation,1,not a good start this morning headache but i am going to make it a great day at work,not_sarcastic
train-00495-interp2,train-00495,interpretation,2,what a bad start this morning i am going to make it a dull day at work,not_sarcastic
train-00496-orig,train-00496,original,0,cracking bank holiday,sarcastic
train-00496-interp1,train-00496,interpretation,1,cracking bank holiday,not_sarcastic
train-00496-interp2,train-00496,interpretation,2,awful bank holiday,not_sarcastic
train-00497-orig,train-00497,original,0,now soupy oatmeal this really is a great birthday so far,sarcastic
train-00497-interp1,train-00497,interpretation,1,now soupy oatmeal this really is the worst birthday so far,not_sarcastic
train-00497-interp2,train-00497,interpretation,2,now soupy oatmeal this really is a poor birthday so far,not_sarcastic
train-00498-orig,train-00498,original,0,everyone get themselves to cheshire oaks lovely and peaceful plenty of spaces to park,sarcastic
train-00498-interp1,train-00498,interpretation,1,everyone get themselves to cheshire oaks lovely and peaceful but no spaces to park,not_sarcastic
train-00498-interp2,train-00498,interpretation,2,cheshire oaks is such a crowded place that you do not get a proper parking place for your car,not_sarcastic
train-00499-orig,train-00499,original,0,fix has been in from day one 4 trump many fear him because his money is embedded in every area of society great way 2 elect potus,sarcastic
train-00499-interp1,train-00499,interpretation,1,fix has been in from day one 4 trump many fear him because his money is embedded in every area of society it is a bad way to select our leader,not_sarcastic
train-00499-interp2,train-00499,interpretation,2,ironically money is a great way to create fear and be elected as potus as fix has been selected because of the same,not_sarcastic
train-00500-orig,train-00500,original,0,yes cause i asked for my day to be wasted the moment i woke up yes indeed,sarcastic
train-00500-interp1,train-00500,interpretation,1,no cause i didn t asked for my day to be wasted the moment i woke up yes couldn t,not_sarcastic
train-00500-interp2,train-00500,interpretation,2,today's day was such a waste,not_sarcastic
train-00501-orig,train-00501,original,0,thank you very much spoilers thank you,sarcastic
train-00501-interp1,train-00501,interpretation,1,fuck you spoilers fuck you,not_sarcastic
train-00501-interp2,train-00501,interpretation,2,why can the spoilers not mind their own business ?,not_sarcastic
train-00502-orig,train-00502,original,0,i shouldn't still be awake yet miraculously here i am love shifting to nights,sarcastic
train-00502-interp1,train-00502,interpretation,1,i shouldn't still be awake yet miraculously here i am hate shifting to nights,not_sarcastic
train-00502-interp2,train-00502,interpretation,2,i hate being an insomniac at nights,not_sarcastic
train-00503-orig,train-00503,original,0,why does it have to be raining on top of freezing ? also insomnia today is looking to be awesome,sarcastic
train-00503-interp1,train-00503,interpretation,1,why does it have to be raining on top of freezing ? also insomnia today is looking to be awful,not_sarcastic
train-00503-interp2,train-00503,interpretation,2,the combination of freezing raining as well as ending up like an insomniac is such a crap,not_sarcastic
train-00504-orig,train-00504,original,0,i totally lead the rock n ' roll lifestyle,sarcastic
train-00504-interp1,train-00504,interpretation,1,i totally don t like the rock n ' roll lifestyle,not_sarcastic
train-00504-interp2,train-00504,interpretation,2,how i am bored of my current lifestyle and wish to have a rock and roll one,not_sarcastic
train-00505-orig,train-00505,original,0,yeah yeah i got it you guys are the dopest,sarcastic
train-00505-interp1,train-00505,interpretation,1,yeah yeah i got it you guys are the best,not_sarcastic
train-00505-interp2,train-00505,interpretation,2,why can't just people stop pretending and showoff their fake awesomeness,not_sarcastic
train-00506-orig,train-00506,original,0,don't you just love getting called into work at 1 am ? ? ?,sarcastic
train-00506-interp1,train-00506,interpretation,1,don't you just hate getting called into work at 1 am ? ? ?,not_sarcastic
train-00506-interp2,train-00506,interpretation,2,i just hate being called for work at 1 at night,not_sarcastic
train-00507-orig,train-00507,original,0,many people don't know this but you can actually read a book or go to the gym without announcing it on facebook,sarcastic
train-00507-interp1,train-00507,interpretation,1,many people don t know that they don t have to annouce all their life on social media,not_sarcastic
train-00507-interp2,train-00507,interpretation,2,i appreciate people who do stuff like reading a book and hitting the gym without posting it on social media,not_sarcastic
train-00508-orig,train-00508,original,0,whooo got called itno work on my day off hurray gt lt,sarcastic
train-00508-interp1,train-00508,interpretation,1,got called to work on my day off shit,not_sarcastic
train-00508-interp2,train-00508,interpretation,2,i get off being called for work on a holiday,not_sarcastic
train-00509-orig,train-00509,original,0,guess what they are still being loud surprise surprise,sarcastic
train-00509-interp1,train-00509,interpretation,1,guess what they are still being great surprises,not_sarcastic
train-00509-interp2,train-00509,interpretation,2,a surprise aint a surprise if it is spoken out loud in public,not_sarcastic
train-00510-orig,train-00510,original,0,happy relegation day everyone,sarcastic
train-00510-interp1,train-00510,interpretation,1,happy celegation day everyone,not_sarcastic
train-00510-interp2,train-00510,interpretation,2,no need to delegate people from a higher job position to a lower one,not_sarcastic
train-00511-orig,train-00511,original,0,we need religion to be moral also the same region where the 3 abrahamic faiths are born is the most peaceful one in the world,sarcastic
train-00511-interp1,train-00511,interpretation,1,we need religion to be moral also the same region where the 3 abrahamic faiths are born is where war is in the world,not_sarcastic
train-00511-interp2,train-00511,interpretation,2,we are taught to be religious and on the other hand 3 abrahamic faiths are said to be the most peaceful ones,not_sarcastic
train-00512-orig,train-00512,original,0,glad you respond to my texts,sarcastic
train-00512-interp1,train-00512,interpretation,1,sad you didn t respond to my texts,not_sarcastic
train-00512-interp2,train-00512,interpretation,2,i hate getting late replies,not_sarcastic
train-00513-orig,train-00513,original,0,sore throat coming on right shin throbbing big woop not also why am i awake at 5 am ?,sarcastic
train-00513-interp1,train-00513,interpretation,1,sore throat coming on right shin throbbing big woop not cant sleep at all,not_sarcastic
train-00513-interp2,train-00513,interpretation,2,i don t understand why am i still awake at 5 in the morning on being unwell too,not_sarcastic
train-00514-orig,train-00514,original,0,my building's fire alarm is going off but it's not like i have an 8 am final tomorrow,sarcastic
train-00514-interp1,train-00514,interpretation,1,my building's fire alarm is going off but it's not like i have an 8 am final tomorrow,not_sarcastic
train-00514-interp2,train-00514,interpretation,2,my building's fire alarm is not working which too cannot delay my final exam in the morning at 8,not_sarcastic
train-00515-orig,train-00515,original,0,yesterday people said just be yourself today they judge us based on that,sarcastic
train-00515-interp1,train-00515,interpretation,1,be yourself don t follow what people say,not_sarcastic
train-00515-interp2,train-00515,interpretation,2,people draw judgements when we be ourselves,not_sarcastic
train-00516-orig,train-00516,original,0,i love liars makes me hate life so much,sarcastic
train-00516-interp1,train-00516,interpretation,1,i hate liars makes me hate life so much,not_sarcastic
train-00516-interp2,train-00516,interpretation,2,i just cannot stand the sight of any liar,not_sarcastic
train-00517-orig,train-00517,original,0,thanks for caring,sarcastic
train-00517-interp1,train-00517,interpretation,1,thanks for been careless,not_sarcastic
train-00517-interp2,train-00517,interpretation,2,i don t like people who show fake concern,not_sarcastic
train-00518-orig,train-00518,original,0,is over the top when used by the rich and powerful but it is spot on and home when used by the poor and disadvantaged,sarcastic
train-00518-interp1,train-00518,interpretation,1,is over the top when used by the rich and powerful but it is spot on and home when used by the poor and disadvantaged,not_sarcastic
train-00518-interp2,train-00518,interpretation,2,sarcasm is over the top when used by the rich and powerful but it is spot on and home when used by the poor and disadvantaged,not_sarcastic
train-00519-orig,train-00519,original,0,wow like you couldn't see that coming a mile away,sarcastic
train-00519-interp1,train-00519,interpretation,1,that is bad you couldn't see that coming a mile away,not_sarcastic
train-00519-interp2,train-00519,interpretation,2,as if i don t know that you intentionally ignored me,not_sarcastic
train-00520-orig,train-00520,original,0,best birthday ever,sarcastic
train-00520-interp1,train-00520,interpretation,1,worst birthday ever,not_sarcastic
train-00520-interp2,train-00520,interpretation,2,my birthday could not be any bad,not_sarcastic
