example_id,category,source_file,raw_id,text,label,dup_group_id,label_conflict
GEN-1403,GEN,GEN-sarc-notsarc.csv,1403,So you put words in Machs mouth. This would be acceptable if you were not doing it in a malicious fashion to get some sort of sadistic pleasure but you were instead actually trying to get him to explain himself. At any rate it totally disproves your nonsense about how you above me because you do not put words into peoples mouths because you do the same. You were not being dishonest to start with I admit it would be wrong to deliberately misrepesent you but neither of the circumstances apply here.,not_sarcastic,5987,False
GEN-1404,GEN,GEN-sarc-notsarc.csv,1404,"Stuff I picked up in Uni, along with the Human genetic code being 40% identical to a banana... so no specific reference, sorry.",not_sarcastic,6242,False
GEN-1406,GEN,GEN-sarc-notsarc.csv,1406,"732,000 DIDN'T sign the petition. It seems only 5% of South Dakotans say ""repeal the extreme abortion ban"" and that is ASSUMING that all the signatures are valid. The good news for South Dakota is that come November they can show America how they really feel about abortion as opposed to having the courts decide laws.",not_sarcastic,157,False
GEN-1407,GEN,GEN-sarc-notsarc.csv,1407,"If one can't attempt to falsify a theory then it is not open to science and therfore useless to science.
 
 It becomes simply an untestable belief.",not_sarcastic,3578,False
GEN-1408,GEN,GEN-sarc-notsarc.csv,1408,"See the above critique. Of course, this also is underestimating the power of natural selection and random varition, and includes the logical fallacy of personal incredibiltiy.",not_sarcastic,5560,False
GEN-1413,GEN,GEN-sarc-notsarc.csv,1413,It's not just cars and catalytic converters have greatly decreased emissions.,not_sarcastic,3960,False
GEN-1414,GEN,GEN-sarc-notsarc.csv,1414,"If information came into being by chance, how can we know that anything is true? How do you know what is false and what is ""true""? If we are just products of chance, your brain is also a product of chance. Therefore, the thought patters that determine your logic are also products of chance. If your logic is the result of chance processes, you can't even be sure it evolved properly. You can't even be sure you can reason properly (using your definition) because you can't trust your own logic.As for the second part, no, you've got it backward, rational belief is based on faith in a rational creator. References:* The Creationist Basis for Modern Science.* The Lie: Evolution ~ Ken Ham.* Evolution: Fact or Fiction? ~ John Blanchard.",not_sarcastic,3564,False
GEN-1416,GEN,GEN-sarc-notsarc.csv,1416,"Do you mean like Piltdown Man? It was displayed there for 40 years.""The Eoanthropus dawsoni, or Piltdown Man, was on display at the Natural History Museum in London for 40 years. It was removed when advanced dating techniques not only showed that the bones were only a few hundred years old, but that some of them weren't even human.""http://www.mentalfloss.com/press_oklahoman2.htmDo you guarantee that all of the other displays at the Museum are true? No, of course not. Many other things there said to be 'true' are only 'true' in a transient sense of the word (that only science seems to use)http://www.clarku.edu/~piltdown/map_...klywiener.html Suggests that Piltdown Man had good science behind it, at the time.Never-the-less the Natural History Museum provides many examples of artistic licence, such as the 'human-like' hand given to a restoration of Australopithecus, displayed at the museum.""Shattering the Myths of Darwinism"", p205",not_sarcastic,1803,False
GEN-1417,GEN,GEN-sarc-notsarc.csv,1417,"I don't believe Hell is a place either (or even if I believe in hell to begin with), but tell me more about what you mean by this. It sounds interesting.",not_sarcastic,2769,False
GEN-1418,GEN,GEN-sarc-notsarc.csv,1418,"You're a little confused about that. It's all real DNA. Some of it just doesn't code for anything. But some parts of non-coding DNA (which you call ""junk"") has other functions besides coding for proteins.",not_sarcastic,8970,False
GEN-1419,GEN,GEN-sarc-notsarc.csv,1419,"And yet you ""and other women"" feel free to impose their version of reality on innocent lives.",not_sarcastic,908,False
GEN-1421,GEN,GEN-sarc-notsarc.csv,1421,Been saying that ever since the first time I heard about creationsism.,not_sarcastic,1288,False
GEN-1423,GEN,GEN-sarc-notsarc.csv,1423,"One reason for conversion is that they do practice many religions. Jesus said He is the only way to God. I believe that, so how can I just turn a blind eye when people follow so many different religions? I would not be following the commands of my Lord.",not_sarcastic,5198,False
GEN-1425,GEN,GEN-sarc-notsarc.csv,1425,To be honest i think that the risks are equal they are no higher in childbirth than they are in termination there are no qaurentees in either.,not_sarcastic,7075,False
GEN-1427,GEN,GEN-sarc-notsarc.csv,1427,It hasn't been proven that the Second Amendment is solely about tyrannical governments and not about dealing with violent criminals.,not_sarcastic,3837,False
GEN-1428,GEN,GEN-sarc-notsarc.csv,1428,"And as I said, Herbert Spencer's ideas predate Darwin's. Meanwhile, Dawkins writings on religion are irrelevant to whether evolution is good biology.",not_sarcastic,593,False
GEN-1429,GEN,GEN-sarc-notsarc.csv,1429,"And what is an inheritance? Proverbs 13:13 he who feareth the commandment shall be rewarded. 14 The law of the wise is a fountain of life. 15 Good understanding giveth favor 16 Every prudent man dealeth with knowledge 17 a faithful ambassador is health 18 but he that regardeth reproof shall be honoured. 19 The desire accomplished is sweet to the soul 20 He that walketh with wise men shall be wise 21 but to the righteous good shall be paid. What inheritance should a good man leave to his children's children? Solomon wasn't talking of money, but of God's law. In Solomon's view, the wicked can have their money, the true reward goes to the righteous. Why this should contrast with selling your luxuries and giving to the poor I'm not sure. ",not_sarcastic,862,False
GEN-1432,GEN,GEN-sarc-notsarc.csv,1432,"**
 This is the best response you've got!?! What a loser!!",not_sarcastic,80,True
GEN-1434,GEN,GEN-sarc-notsarc.csv,1434,"One point I would like to make is that rockets are not legal to own, unless they are demil-ed, and the same goes for tanks and aircraft. They are called Destructive Devices under the NFA, and are regulated heavily.",not_sarcastic,5197,False
GEN-1435,GEN,GEN-sarc-notsarc.csv,1435,"So religion must be systematically abandoned and eradicated, not completely, just enough to be out of the public and political realm, leaving atheism as king. It's not my pet theory that evolutionists are saying that, it's a fact that they are saying that",not_sarcastic,5815,False
GEN-1436,GEN,GEN-sarc-notsarc.csv,1436,"This is obviously incorrect since Earth and Mars are were created only 6,000 years ago. And how did they know that Mars would be so close this year?I have other questions too. How do they know that Pluto has a 249 year orbit of the sun since it wasn't discovered until 1930. No one has seen it orbit the sun yet. How did they know that it would actually come closer to the sun than Neptune in 1979 and move forther away again in 1999? They told me that when I was young. But no one had ever seen it. It was just speculation - a scientific theory, right?? ;) :p",not_sarcastic,6999,False
GEN-1437,GEN,GEN-sarc-notsarc.csv,1437,"So given that there are cases where both dies... we just have to give up the mother's right to live over a fetus (which will die)? What if the mother isn't physically ready to have a baby. In the case of a young female (I'm talking age of 9 and younger, cause there are cases of young kids having their periods) being raped, doesn't she a ""baby"" (and I say baby, because she is still at an age where a parent would consider her their youngin)... have the right to live? For me, if I knew my child was raped and is in no way ready for a child of her own, physically or mentally... I would rather her not risk her life to try and bring that fetus into the world.Abortion should be pro-choice.",not_sarcastic,5702,False
GEN-1438,GEN,GEN-sarc-notsarc.csv,1438,"Actually, the only people who I hear talk about ""sub-human"" are creationists. There is the possibility that certain Australian fossils may have descended from H. erectus fossils from Indonesia. And why would a fossil make an ""evolutionist"" nervous? The idea is really, really dumb.",not_sarcastic,419,False
GEN-1439,GEN,GEN-sarc-notsarc.csv,1439,"Everyone expects that. What they don't and shouldn't have to expect is that they will be specifically targeted and have to pay more, be penalised more, etc. than hetero couples such as yourself or me and my husband.",not_sarcastic,1962,False
GEN-1440,GEN,GEN-sarc-notsarc.csv,1440,"Actually, I'm not looking for shootouts at all with the criminal element. But what is crazy in my opinion, is admitting that there are holes in the system that allow criminals to get automatic weapons illegally, and you see the solution as banning automatic weapons from being purchased by law abiding citizens rather than screaming for the holes in the system to be fixed so the criminals can't get them. It seems to me that you have an anti-gun agenda and will use any flaw in the system as an excuse to ban all guns for all people. Is that a fair assessment of where you stand?",not_sarcastic,365,False
GEN-1442,GEN,GEN-sarc-notsarc.csv,1442,"Under interracial marriage, no black person was prohibited from marrying either.Should people have been satisfied with interracial couples being classified as ""civil unions""?emoticonXFrazzledToday, we recognize that racism is wrong.Yet some people still persist with homophobia. They fail to have a historical context on the real meaning of the methodology they recommend.",not_sarcastic,7183,False
GEN-1443,GEN,GEN-sarc-notsarc.csv,1443,Really? Have you ever heard of population genetics? Do you know what Hardy-Weinberg equilibrium is? Do you actually think that you are so bright that you have insight that generations of biologists and mathematicians don't. Population genetics is exactly the calculations of how mutatiions spread through populations.,not_sarcastic,5430,False
GEN-1445,GEN,GEN-sarc-notsarc.csv,1445,"Actually, it has.
 
 The last time I checked, well still have gay marriages in Massachusetts. As a matter of fact, it seems that it is difficult for most politicians to be elcted in the state without being supportive of marriage equality.",not_sarcastic,375,False
GEN-1446,GEN,GEN-sarc-notsarc.csv,1446,"And if there are two competing hypotheses that are actually hard to choose between? As they get closer, it becomes less possible to choose by instinct or testing. A principle comes in handy.",not_sarcastic,684,False
GEN-1447,GEN,GEN-sarc-notsarc.csv,1447,"Except in the Dred Scott case the court wasn't trying to determine whether slavery was a collective or individual right, or what the constitution applied to in regard to slavery.",not_sarcastic,2002,False
GEN-1449,GEN,GEN-sarc-notsarc.csv,1449,"George Bush won the majority of votes (the first majority winner in 16 years) in an election with the highest turnout in US history (>117Million voters). The Senate Minority Leader was defeated by a nobody. Democrats lost at least 3 seats in each of the House and Senate, something that never happens in a Presidential election year. This gave the Republican majority in both branches of Congress even more control. 11 Liberal ballot initiatives went down in flames by huge margins. If liberalism ISN'T dead, then it's in ICU on a heart and lung machine. emoticonXRolleyes ",not_sarcastic,2148,False
GEN-1450,GEN,GEN-sarc-notsarc.csv,1450,"And so on. Yes. a lie generated by creationist liars is what you use as source for what scientists are claimed to adhere to? Your dishonesty is actually rather startling. This is the worst attempt at dishonesty I have seen from lying creationists yet, and your gleeful introduction of that lie shows how truly and completely dishonest you are. Would you stop your lies. You are pathetic.",not_sarcastic,757,False
GEN-1451,GEN,GEN-sarc-notsarc.csv,1451,Warm today near 80f. Not a cloud in the sky.emoticon_xgood,not_sarcastic,7239,False
GEN-1452,GEN,GEN-sarc-notsarc.csv,1452,"http://www.nytimes.com/2009/03/03/science/03angi.html.Ive had three children, which gave me an opportunity to observe intimately the development of infants. Also, I worked with emotionally unstable children aged 3 and older, and observed what a delightful species the three-year-olds are. At that point, infants have progressed from the largely self-involved awareness of the 24-month infant as the developing human deals with the problem of separateness and, as a result, issues a robust declaration of independence. No! No! No! are the bywords of a two-year-old. No! I wont! And you cant make me!",not_sarcastic,2571,False
GEN-1453,GEN,GEN-sarc-notsarc.csv,1453,"Well, the Judge made a ruling late last week that she should not be revived should her breathing stop again, backing the medical assessment of her doctors:http://news.bbc.co.uk/1/hi/health/3723656.stmAnd yes, very sad.Another dilemma posed by what has become possible through ever advancing medical science.....",not_sarcastic,7612,False
GEN-1455,GEN,GEN-sarc-notsarc.csv,1455,"Hmm, while she is right at the first point, the second doesn't follow.",not_sarcastic,2409,False
GEN-1458,GEN,GEN-sarc-notsarc.csv,1458,Your technicality bs is not needed here...granted you have only made 20 posts or so.,not_sarcastic,9070,False
GEN-1462,GEN,GEN-sarc-notsarc.csv,1462,"Depends on the usage. Generally, it just refers to the Theory of Evolution or a change in allele frequencies in a population.",not_sarcastic,1715,False
GEN-1463,GEN,GEN-sarc-notsarc.csv,1463,The article is saying that it was genetic changes. Changes in genes encoding certain transcription factors is what caused changes in the expression of other genes.,not_sarcastic,6565,False
GEN-1465,GEN,GEN-sarc-notsarc.csv,1465,"This is just ridiculous. The argument doesn't require the connection to be natural or artificial. Whether it is one or the other makes no difference in terms of the morality. If the point is irrelevant, the objection is irrelevant.",not_sarcastic,6985,False
GEN-1467,GEN,GEN-sarc-notsarc.csv,1467,"It is pretty bizzare. There are plenty of groups out there that will reach whatever ""conclusion"" you pay them to reach. Why he didn't cite one of them instead of an easily checkable source that says the opposite of what he says they do is beyond me.",not_sarcastic,3862,False
GEN-1468,GEN,GEN-sarc-notsarc.csv,1468,"Well of course it's about petitions that would lead to amendments. What else would it be about? Nevertheless it is still a voting process. That's how amendments are done. What I'm asking is, does this bill mean that ANY issue that could come up as an amendment would be illegal? And if not, (the more important question) how would they determine what constitutes civil rights. (Which you didn't answer, but rather basically said 'I don't know but rest assured they do' (to paraphrase). Get it now? Anyway, on further review, I believe that the bills only apply to whatever falls under the catagory of 'civil rights', however the heck that is to be determined! emoticonXDonno ",not_sarcastic,7388,False
GEN-1469,GEN,GEN-sarc-notsarc.csv,1469,"While that may be true, it fails to show that reproduction is a requirement in order to call something living: that living things would disappear as a result of their not reproducing doesnt show that they are not living before they disappear. [start: added 01/01/2006]In fact, even with reproduction, organisms - such as leopards, elephants, whales, and so on - will eventually die out. Does that mean that they are not living organisms now? Of course not.[end: added 01/01/2006]The pro-reproductionists second attempt, and improvement on the first, might go something like this: ",not_sarcastic,7983,False
GEN-1472,GEN,GEN-sarc-notsarc.csv,1472,"You have this habit of making sweeping claims with little to no substantiation.And even if we were to completely ignore LeVay altogether, there is MOUNDS of other evidence showing a genetic cause.Like I keep pointing out, but nobody on your side of the fence seems to realize, NARTH's OWN CITED REFERENCES say there is a genetic cause!",not_sarcastic,8734,False
GEN-1474,GEN,GEN-sarc-notsarc.csv,1474,Because it was reported that every U.S. medical association was against the ban. My only source was MSNBC.,not_sarcastic,1222,False
GEN-1477,GEN,GEN-sarc-notsarc.csv,1477,"Oh, I don't know about that. March of the Penguins was a box office success ANF an Oscar winner for best documentary. 
 Calling any of Moore's movies ""a documentary"" requires one to employ some artistic license with the term and some slight of hand. emoti",not_sarcastic,5055,False
GEN-1478,GEN,GEN-sarc-notsarc.csv,1478,"Why so many claims in opposition? I make a single claim, that can be refuted through logic, if it's fallacy. But the claim is correct.This new claim is an interesting one that I have seen others use. I'll tell you on what basis. Based on reason. To hold that nothing can be known for certain, is ultimately reduced to absurd unintelligble nonsense. I'll start a thread about this claim, it's a hot topic to be sure!",not_sarcastic,8079,False
GEN-1480,GEN,GEN-sarc-notsarc.csv,1480,"With all the debt Obama has generated for our nation, he deserves to be filibustered into the ground. For too long the democrats had absolute power and ran amok and unchecked, answering to absolutely nobody and ignoring the will and the voice of the people.",not_sarcastic,8115,False
GEN-1481,GEN,GEN-sarc-notsarc.csv,1481,"And only a ""miniscule and negligible fraction of the total wild moth population"" has even been observed resting anywhere else. Despite my explanation of his mathematical misleading, wabbit continues with it.Some of you with better short-term memory might remember that I stated that there is little debate that many of Kettlewell's experiments were imperfect. wabbit has posted some excerpts to this effect, but really, all we need to do here is realize that wabbit has quote mined to his little heart's content. Here's a portion he purposely excised:",not_sarcastic,742,False
GEN-1482,GEN,GEN-sarc-notsarc.csv,1482,"So 5,000 to 10,000 women dying from illegal abortions isn't high? Dude, that is nearly five times the number of women who were dying from abortions in the 1940s! That is VERY high!",not_sarcastic,5651,False
GEN-1484,GEN,GEN-sarc-notsarc.csv,1484,I know you think I was acting emotional with my post and it really is hard to tell whether someone is being emotional over a forum since it is so impersonal. What I can say is that posting about the Bible has become a mere formality to me and not the emot,not_sarcastic,2959,False
GEN-1485,GEN,GEN-sarc-notsarc.csv,1485,"Actually I really don't depend on the entertainment industry to give me a realistic picture of anything. I highly recommend you don't, either. What I know about gay people is from knowing gay people.",not_sarcastic,284,False
GEN-1486,GEN,GEN-sarc-notsarc.csv,1486,You have any examples of that? Shooting people for throwing rocks and eggs at houses that is.,not_sarcastic,8725,False
GEN-1487,GEN,GEN-sarc-notsarc.csv,1487,"See above. A lock can create doubt about the ease of entry into a residence. Many criminals move from door to door until they find one that is unlocked, rather than drawing undue attention by smashing one in.",not_sarcastic,5552,False
GEN-1488,GEN,GEN-sarc-notsarc.csv,1488,"I believe the Bible is correct in every detail. The difference is how those who read them choose to interpret their meaning. You, for instance, look at a verse that says the earth cannot be moved and take that to mean that the Bible says that the earth does not move PERIOD. I believe that that means that God is powerful enough to keep the earth from simply ""flying out"" of its orbit and rocketing off into space somewhere. Yes, I proudly ""cling"" to the idea that a flood covered the mountains. I believe fully in the ENTIRE Bible (unlike some people) and I DO NOT ""pick and choose"" what I believe.",not_sarcastic,2697,False
GEN-1489,GEN,GEN-sarc-notsarc.csv,1489,"I know what your ""point"" was.I also know what you ACTUALLY ASKED originally.You asked: ""Hey hypocrite, have you asked yourself how many millions of dollars every single pro-gay church spends each year promoting homosexual causes, including gay marriage and lobbying federal and State Governments directly in support of homosexual causes?I think we're still waiting on an answer...",not_sarcastic,2958,False
GEN-1491,GEN,GEN-sarc-notsarc.csv,1491,"You're debating something that is no longer an option. You're arguing on the grounds of debunked precedent, as if the previous interpretations of the Second Amendment are somehow still viable. Well they aren't anymore, arguing old standing is no longer going to be an option for you or anyone else. All of your previous arguments have been eliminated from the equation. It's time to either evolve to meet the changing landscape, or go extinct like the dinosaurs.",not_sarcastic,8978,False
GEN-1492,GEN,GEN-sarc-notsarc.csv,1492,"Certainly... just like how the makers of Expelled have repeatedly refused to publish the interviews in full. It's not just that PZ and Dawkins object to the content of the movie -- the makers of Expelled don't want them to be able to object in the first place. It's always been their favorite argument against PZ to dangle over the head of his criticisms the fact that he hasn't even seen the movie. They can't pull that one on Dawkins anymore, which is to their disadvantage, but fortunately they managed to spot PZ before it was too late.",not_sarcastic,1584,False
GEN-1493,GEN,GEN-sarc-notsarc.csv,1493,"And this is a terrific breakthrough. My partner and I are coveered by my company's health insurance, and the state of Connecticut honors our Civil Union. That being said, I still have to pay tax on my partner's health insurance as imputed income because the federal government refuses to acknowledge our union.So it has to be marriage. Full and without exception.Civil Unions are not enough when we are treated differently under the law.",not_sarcastic,826,False
GEN-1495,GEN,GEN-sarc-notsarc.csv,1495,"Species may die out, but they may also evolve into new forms- without reproduction there is no possibility of continuity over even short periods of earth time, with it there is.",not_sarcastic,6208,False
GEN-1496,GEN,GEN-sarc-notsarc.csv,1496,"There is no evidence in your eyes. There is tremendous evidence that the universe and everything in it was designed , even Darwin admitted that was the impression the evidence gave. Of course as an atheist he had to believe differently regardless of how absurd the story was.If particles to people was presented as a senario instead of science we would have no argument.",not_sarcastic,6846,False
GEN-1497,GEN,GEN-sarc-notsarc.csv,1497,"The memo is real, nobody has ever been able to disprove it. Handgun Control Inc. (the people who later became the Brady Campaign) have claimed that the memo is a hoax and that what was released has never been their official position. However them simply stating this, is no different than Obama making a statement on national news, and then several months later saying ""I never said that"" and trying to reverse his position.Until it can be proven beyond doubt as being untrue and simple propaganda, the memo is real and explains in detail exactly what the gun control groups are after.",not_sarcastic,6680,False
GEN-1498,GEN,GEN-sarc-notsarc.csv,1498,"That is exactly what I am saying. By no means do I condone big government saving the economy by any means, defense spending or anything resembling a modern New Deal.What may suprise you here is that I am afraid of people with guns! Especially a large well equiped military. A large well equiped military can have politcal power unto itself. It is a large credit to our professional officer corps that we don't have a miitary coup every few years.I just wish the rest of our government had the same discipline. Then I could entertain the idea of socialism. When the state has political power, it never gives it back. Before I get flamed, I am not advocating a military junta as form of government for the United States.",not_sarcastic,6381,False
GEN-1499,GEN,GEN-sarc-notsarc.csv,1499,"So what if the author isn't arguing against gun control? At last, there is indication that England has taken a step in the right direction and realized that taking all guns away from everybody isn't the answer to crime.",not_sarcastic,5903,False
GEN-1501,GEN,GEN-sarc-notsarc.csv,1501,"And we have been down this road. Person can mean a living human...which the embryo is. So like human, you can have person mean the organism itself.",not_sarcastic,841,False
GEN-1503,GEN,GEN-sarc-notsarc.csv,1503,"Actually, my wife and I discuss evolution all the time. She's an evolutionary biologist. She did feel as if she had some duty to watch the show, just to stay on top of the sorts of things being said. She just has a low tolerance for willful stupidity. Which I totally understand. :)",not_sarcastic,389,False
GEN-1504,GEN,GEN-sarc-notsarc.csv,1504,"This is actually humorous coming from you who has absolutely no concept that you are a spiritual being, or the extra dimension of yourself which that reality means to you. In other words antonia, It is the epitome of self deceit to lie to oneself about who they are. And you define that darkness which is the great lie you represent so completely.",not_sarcastic,6973,False
GEN-1505,GEN,GEN-sarc-notsarc.csv,1505,"The poster claimed no direct evidence for evolution had been observed. Just plain wrong.
 
 I gave you a ""new"" body part. A tail that can grasp.",not_sarcastic,6709,False
GEN-1506,GEN,GEN-sarc-notsarc.csv,1506,"Actually, it does no such thing. It merely means a secular moralist must justify moral codes on the basis of their intrinsic rationality and real world consequences, rather than appealing to a deity as an arbitrary authority. Since all the scriptures of the world have been written by people, this moral authority represents nothing more than their personal opinions about what they think their god wants.",not_sarcastic,374,False
GEN-1507,GEN,GEN-sarc-notsarc.csv,1507,"I agree.That was the most pathetic, dishonest and downright idotic commentary on communism/socialism I've ever encountered. I have a VERY hard time believing that someone could actually post that with a straight face. Good one Comrade Brian. :p Waxy",not_sarcastic,2605,False
GEN-1508,GEN,GEN-sarc-notsarc.csv,1508,"Although I'm not keen on them describing things as living fossils (the term is misleading) the possibilities and implications of this are fascinating. I'd be interested to see the paper if anyone has a PDF. It would seem to suggest that the origins of this particular molecule go back to the Ordovician at least, prior to the reptile/mammal split. Anyway, thought people might be interested :)",not_sarcastic,567,False
GEN-1509,GEN,GEN-sarc-notsarc.csv,1509,It wouldn't. Altering any of the fundamental universal constants changes them all. We wouldn't be considering some small change here and small change there. The universe probably wouldn't exist in any form.,not_sarcastic,3915,False
GEN-1511,GEN,GEN-sarc-notsarc.csv,1511,"Your argument is moot. The Iraq population wasn't heavily armed, only the Taliban and soldiers.",not_sarcastic,9034,False
GEN-1512,GEN,GEN-sarc-notsarc.csv,1512,"What I'm saying is, if the police are going to abandon you, and the law prohibits you from protecting yourself with deadly force, what defense do you have should somebody decide that they're going to victimize you?Exactly what kind of qualifications are you going by in declaring a nation ""developed"" if the government is unable to protect you, and they've actually made it a crime to try and protect yourself during your time of need?",not_sarcastic,7761,False
GEN-1513,GEN,GEN-sarc-notsarc.csv,1513,His point was criticism of people managing the numbers of their population with abortion. It also addresses the intentional overpopulation for the purpose of overwhelming declining populations.,not_sarcastic,2403,False
GEN-1516,GEN,GEN-sarc-notsarc.csv,1516,"No. I will never allow ""the people of the country"" to tell me what is best for my my life or my health.To quote Jane Austen in Pride and Prejudice.""I am only resolved to act in that manner, which will, in my own opinion, constitute my happiness, without reference to you, or to any person so wholly unconnected with me.""",not_sarcastic,4613,False
GEN-1519,GEN,GEN-sarc-notsarc.csv,1519,"We cannot prove the existence of God for, by definition, he dwells in a reality outside our own. Similarly, I cannot prove the existence of a Flying Shoe in Hyperspace, nor can I disprove it, but I can prove that the Flying Shoe does not exist in our world because it exists, by definition, in Hyperspace.I can make up anything I want and say it exists in another universe. A round square, a colorless green idea that sleeps furiously, you name it.",not_sarcastic,7266,False
GEN-1520,GEN,GEN-sarc-notsarc.csv,1520,Because you know the peer review process is biased. Anything submitted for peer review with a recognizable name like Dembski or Behe will be automatically rejected before the first word is read. The scientific community's problems are just that big.,not_sarcastic,1278,False
GEN-1521,GEN,GEN-sarc-notsarc.csv,1521,"You are a known anti-gun supporter, should we really be surprised at your presidential choice. Funny thing is, you are going to get screwed just like the rest of us if Obama wins. He might try to take our guns away, but your rights that are important to you wont be very far behind.",not_sarcastic,8578,False
GEN-1522,GEN,GEN-sarc-notsarc.csv,1522,"I'm talking about the woman, of course. The fetus does not have a positive right to suck nutrients out of the woman's body against her will.",not_sarcastic,3499,False
GEN-1523,GEN,GEN-sarc-notsarc.csv,1523,"But again, the cost is worth it, just as it is with straight couples, as it will benefit gay couples in the same ways. It will mean better employee health and job satisfaction and increased productivity for the gay employees just as it will for the straight employees.",not_sarcastic,1353,False
GEN-1524,GEN,GEN-sarc-notsarc.csv,1524,"very well said... thank you for clarifing... very helpful.
 
 -Mosheh Thezion",not_sarcastic,7221,False
GEN-1526,GEN,GEN-sarc-notsarc.csv,1526,"Because in the case of glacial/interglacial variation, CO2 functions as a feedback from orbital forcing. Again, this is all very simple, basic stuff outlined in chapter 6 of the AR4.",not_sarcastic,1219,False
GEN-1527,GEN,GEN-sarc-notsarc.csv,1527,Brinks plays on people's fears to sell security systems that don't even work. Insurance companies play on people's fears to sell their policies.,not_sarcastic,1338,False
GEN-1528,GEN,GEN-sarc-notsarc.csv,1528,"Could you perhaps define ""teleology"" as you understand it and say why you believe there is teleology in the universe?",not_sarcastic,1652,False
GEN-1529,GEN,GEN-sarc-notsarc.csv,1529,"Oh I quite agree. Unfortunately, not everyone is able to see it as such. I was admitting to those who don't that it does appear that God confirms their homosexual prejudices. To back Traveler up however, I don't buy the 'closet case' answer myself. People who are racist aren't secretly scared they are black, equally homophobes aren't necessarily closet homosexuals. Unfortunately such irrational prejudices just exist.",not_sarcastic,4860,False
GEN-1530,GEN,GEN-sarc-notsarc.csv,1530,"Actually, I pulled the number out of the air for illustrative purposes only, but after reading the CBO report, I see that I wasn't far off. They predicted 600,000 gay couples would want to get married it allowed.",not_sarcastic,358,False
GEN-1532,GEN,GEN-sarc-notsarc.csv,1532,Which is precisely why the law must needs be silent when it comes to women choosing whether or not to continue their pregnancies.emoticon_xhoho,not_sarcastic,7955,False
GEN-1533,GEN,GEN-sarc-notsarc.csv,1533,"I've never heard anyone say this other than you guys.
 
 Btw it's a town of 2000 people.",not_sarcastic,3516,False
GEN-1536,GEN,GEN-sarc-notsarc.csv,1536,"Actually, your argument makes no sense. It's not the pesticides used on the tobacco crop that makes it harmful, it's the chemicals they add to the tobacco to make the smoke more palatable. Your whole point here is moot.",not_sarcastic,441,False
GEN-1537,GEN,GEN-sarc-notsarc.csv,1537,"People have entertained and will always continue to entertain beliefs in all manner of propositions. Many people once believed that the earth is flat:perhaps some still do. But this has nothing to do with scientific truth.There is no ""version"" of science that one chooses from a menu of possibilities.By definition, scientific enquiry arrives at hypotheses after gathering evidence from observations and experiment. Any law, knowledge, etc. thatis arrived at by scientific method is open to modification or falsification if new evidence comes to light that must be taken into account. All science in this sense is provisional.The apostles may have believed that Jesus walked on water: that does NOTmake it true.",not_sarcastic,5272,False
GEN-1538,GEN,GEN-sarc-notsarc.csv,1538,I believe the large majority of such deaths occur among inner city kids who don't know anything about guns except for what they see on TV and movies.,not_sarcastic,2700,False
GEN-1540,GEN,GEN-sarc-notsarc.csv,1540,Because to not view it as sacred presents a greater potential for harm. People sometimes to take a disposable view of things that they consider unimportant. To view humanity as sacred helps protect humanity.,not_sarcastic,1269,False
GEN-1541,GEN,GEN-sarc-notsarc.csv,1541,"This is not my problem. As I explained above, I just have to show inconsistency in order to reject the validity of all the claims in the Bible as being undeniable truth. And with the Bible, that's damn easy to do.",not_sarcastic,6992,False
GEN-1542,GEN,GEN-sarc-notsarc.csv,1542,"Show me where healthcare can be found in the Constitution as a guaranteed right. Just saying so doesn't cut it. We are (or were, any way) a nation of laws.",not_sarcastic,5600,False
GEN-1544,GEN,GEN-sarc-notsarc.csv,1544,"""cave men"" did not leave hieroglyphs, unless you want to call ancient Egyptians cave men. The first drawings in caves were found by Marcelino Sanz de Sautuola in 1879.",not_sarcastic,3,False
GEN-1545,GEN,GEN-sarc-notsarc.csv,1545,"Actually, I don't ask how the idea occurred. As I mentioned, Darwin suggested it. I'm not sure what the rese of that paragraph means.",not_sarcastic,351,False
GEN-1546,GEN,GEN-sarc-notsarc.csv,1546,"Can we get away from quoting 5 year old posts? Seriously, if you don't take the time to actually read the thread why should I respond to your post?",not_sarcastic,1551,False
GEN-1547,GEN,GEN-sarc-notsarc.csv,1547,Actually its 14 billion years. Hovind is not claiming what science does.,not_sarcastic,299,False
GEN-1548,GEN,GEN-sarc-notsarc.csv,1548,"The anti-abortionists claim a load of **** on many issues. I don't listen to them. To put the ""life"" of an unfertilized egg above that of a person is grotesquely sick IMO. I support any such stem cell research wholeheartedly.",not_sarcastic,6557,False
GEN-1550,GEN,GEN-sarc-notsarc.csv,1550,"That is an incorrect statement. Viability seems to be the topic that gets little mention here. Humanity, consciousness, personhood, sentience, etc. are all extremely debatable, as has been demonstrated, sometimes ad nauseam. But viability outside another human being is a clearly distinct difference between a zygote and a new-born baby.",not_sarcastic,6375,False
GEN-1551,GEN,GEN-sarc-notsarc.csv,1551,"As others pointed out, this is a misconception. I have little doubt that the great majority of pro-choice people are quite positive about wanted pregnancies. I suspect that this misconseption comes from the fact that almost all abortion discussions are about pregnancies that are not wanted. Pregnancies that are wanted are almost never discussed since they are not relevant to an abortion debate. After all, who would want to abort a fetus if they wanted to be pregnant and have a baby (excluding rare cases of risk of mother's death, severely deformed fetus, etc.)?",not_sarcastic,1122,False
