family_id,original_text,n_models_missed,which_models_missed,pred_M1,pred_M2,pred_M3,pred_M4,pred_M5,pred_M6,interpretation_1,interpretation_2,interpretation_3,interpretation_4,interpretation_5,word_length,char_length,has_question_mark,has_exclamation_mark,has_all_caps_word,uppercase_char_fraction,vader_compound,qualitative_tags,notes
test-00051,clean files and saw notes from old job my supervisor at the time taught me so much how to not treat people i should thank him,2,M5;M6,sarcastic,sarcastic,sarcastic,sarcastic,not_sarcastic,not_sarcastic,clean files and saw notes from old job my supervisor at the time taught me so much how to not treat people i should thank him,i shouldn't thank him he was horrible,clean files and saw notes from old job my supervisor at the time taught me so much how to not treat people i should thank him,my supervisor wasn't helpful,clean files and saw notes from old job my supervisor at the time taught me so much how to not treat people i should thank him,26,125,False,False,False,0.0,0.4482,flat_delivery_candidate;positive_surface_wording_candidate;long_context_dependent_candidate,
test-00004,draymond what a player,2,M5;M6,sarcastic,sarcastic,sarcastic,sarcastic,not_sarcastic,not_sarcastic,draymond is not a good player,draymond is a shit player,draymond what a worse player,draymond what a bad player,draymond what a bad player,4,22,False,False,False,0.0,0.0,flat_delivery_candidate;short_ambiguous_candidate,
test-00206,2 sunburnt shoulders get in,1,M5,sarcastic,sarcastic,sarcastic,sarcastic,not_sarcastic,sarcastic,not excited about my sunburn,2 sunburnt shoulders get in,2 sunburnt shoulders bummer,i hate getting sunburned,2 sunburnt shoulders get in,5,27,False,False,False,0.0,0.0,flat_delivery_candidate;short_ambiguous_candidate,
test-00041,commuting is fun,1,M5,sarcastic,sarcastic,sarcastic,sarcastic,not_sarcastic,sarcastic,commuting is not fun,commuting is not fun,commuting is not fun,i hate commuting,i hate commuting,3,16,False,False,False,0.0,0.5106,flat_delivery_candidate;positive_surface_wording_candidate;short_ambiguous_candidate,
test-00205,2 20 am is the perfect time to have the urge to write,1,M1,not_sarcastic,sarcastic,sarcastic,sarcastic,sarcastic,sarcastic,2 20 am is not a good time to have the urge to write,2 20 am is the worst time to have the urge to write,2 20 am is the worst time to have the urge to write,2 20 am is the worst time to have the urge to write,2 20 am is the worst time to have the urge to write,13,53,False,False,False,0.0,0.5719,flat_delivery_candidate;positive_surface_wording_candidate,
test-00033,curry must be hurt,1,M5,sarcastic,sarcastic,sarcastic,sarcastic,not_sarcastic,sarcastic,curry is not hurt,curry is owning this game,curry must not be hurt,nba players are bad actors,i guess curry can never be hurt,4,18,False,False,False,0.0,-0.5267,flat_delivery_candidate;short_ambiguous_candidate,
test-00210,1 hit yankee wins are the best wins,1,M6,sarcastic,sarcastic,sarcastic,sarcastic,sarcastic,not_sarcastic,1 hit yankee wins suck,i wasn't happy with the game turnout,1 hit yankee losers are the worse wins,this yankee game was so boring,1 hit yankee wins are the worse wins,8,35,False,False,False,0.0,0.9118,flat_delivery_candidate;positive_surface_wording_candidate,
test-00201,4 fouls totally uncharacteristic of him he doesn't get to the line what use he is,1,M6,sarcastic,sarcastic,sarcastic,sarcastic,sarcastic,not_sarcastic,4 fouls totally characteristic of him,this player is always horrible and useless,4 fouls totally uncharacteristic of him he does get to the line what use he is,this player is not working out,4 fouls totally uncharacteristic of him he doesn't get to the line what use he is,16,81,False,False,False,0.0,0.0,flat_delivery_candidate,
test-00199,4 5 absolutely wonderful thank you roosters,1,M6,sarcastic,sarcastic,sarcastic,sarcastic,sarcastic,not_sarcastic,4 5 absolutely aweful thank you roosters,horrible fuck you roosters,4 5 absolutely aweful thank you roosters,4 5 absolutely terrible hate you roosters,4 5 absolutely terrible hate you roosters,7,43,False,False,False,0.0,0.7764,flat_delivery_candidate;positive_surface_wording_candidate,
test-00198,5 hours sleep for a 45 hour drive for this possibly life changing interview thanks cavs for making it worth staying up late,1,M1,not_sarcastic,sarcastic,sarcastic,sarcastic,sarcastic,sarcastic,5 hours sleep for a 45 hour drive for this boring interview thanks cavs for not making it worth staying up late,i stayed up watching my team lose and i have an important interview tomorrow,5 hours sleep for a 45 hour drive for this possibly most annoying interview of life thanks cavs for not making it worth staying up late,i got sucked in watching the basketball game,5 hours sleep for a 45 hour drive for this uninteresting interview,23,123,False,False,False,0.0,0.5859,flat_delivery_candidate;positive_surface_wording_candidate,
test-00028,day 3 at reception we're a day behind schedule lovely,1,M1,not_sarcastic,sarcastic,sarcastic,sarcastic,sarcastic,sarcastic,day 3 at reception we're a day behind schedule that sucks,i can't believe we are already behind,day 3 at reception we're a day behind schedule freaking aweful,i hate when things get behind schedule,hate it it's the third day and we are already running a day late in our schedule,10,53,False,False,False,0.0,0.5859,flat_delivery_candidate;positive_surface_wording_candidate,
test-00196,6 0 run in 2 07 ? yea thats totally impressive,1,M6,sarcastic,sarcastic,sarcastic,sarcastic,sarcastic,not_sarcastic,6 0 run in 2 07 is not impressive,6 0 run in 2 07 ? yea thats unimpressive,6 0 run in 2 07 ? yea thats totally unimpressive,i hate blowouts,6 0 run in 2 07 ? yea thats totally unimpressive,11,46,True,False,False,0.0,0.5563,rhetorical_question_candidate;positive_surface_wording_candidate,
test-00044,cmg came back to 400 what a surprise,1,M6,sarcastic,sarcastic,sarcastic,sarcastic,sarcastic,not_sarcastic,cmg is 400 no surprise,i'm not surprised by the cmg price change,cmg came back to 400 no surprise,cmg is 400 no surprise,i knew cmg would come back to 400,8,36,False,False,False,0.0,0.2732,flat_delivery_candidate,
test-00026,dear at amp t amp samsung i'm so glad i have zero storage for my things my 32 gb phone thanks to the useless apps i can't uninstall,1,M6,sarcastic,sarcastic,sarcastic,sarcastic,sarcastic,not_sarcastic,i want to be able to get rid of apps on my phone,preloaded apps are clogging up my phone you suck samsung,dear at amp t amp samsung i'm so sad i have zero storage for my things my 32 gb phone thanks to the useless apps i can uninstall,my cell plan is a nightmare,dear at amp t amp samsung i'm so glad i have zero storage for my things my 32 gb phone thanks to the useless apps i can't uninstall,28,131,False,False,False,0.0,0.7626,flat_delivery_candidate;positive_surface_wording_candidate;long_context_dependent_candidate,
test-00101,big thanks to my elem teachers for which i learned what apple looks like,1,M6,sarcastic,sarcastic,sarcastic,sarcastic,sarcastic,not_sarcastic,my elementary teachers did not teach me much,i already knew that they were bad teachers,thankless to my elem teachers for which i only learned what apple looks like,elementary school teacher don't teach me anything,my elem teachers for which i learned what apple looks like,14,72,False,False,False,0.0,0.6597,flat_delivery_candidate;positive_surface_wording_candidate,
test-00018,did you see how the yankees manufactured that run from a leadoff double ? that was amazing,1,M6,sarcastic,sarcastic,sarcastic,sarcastic,sarcastic,not_sarcastic,the yankees failed to manufacture a run off of that double,my team did not need that play to happen,did you see how the yankees manufactured that run from a leadoff double ? that was so bad,the yankees are a mess,did you see how the yankees manufactured that run from a leadoff double ? that was disgusting,17,90,True,False,False,0.0,0.5859,rhetorical_question_candidate;positive_surface_wording_candidate,
test-00021,dentists make money off of people with bad teeth so should we really trust the toothpaste they recommend ?,1,M6,sarcastic,sarcastic,sarcastic,sarcastic,sarcastic,not_sarcastic,we shouldn't trust dentist,they want us to have bad teeth so we go back to them,dentists don t make money off of people with bad teeth so should we not really trust the toothpaste they recommend ?,why do dentist recomment good things ? isn't that bad for buisness ?,dentists make money off of people with bad teeth so should we really trust the toothpaste they recommend ?,19,106,True,False,False,0.0,0.3804,rhetorical_question_candidate;positive_surface_wording_candidate,
test-00048,clear example they made of sharapova then ey ?,1,M1,not_sarcastic,sarcastic,sarcastic,sarcastic,sarcastic,sarcastic,they didn't make a clear example from sharapova,the sharapova case didn't have a clear and present outcome,they didn't make a clear example from sharapova,clear example they made of sharapova then,clear example they made of sharapova then,9,46,True,False,False,0.0,0.3818,rhetorical_question_candidate;positive_surface_wording_candidate,
test-00263,the big hash tag was in case you were wondering,1,M5,sarcastic,sarcastic,sarcastic,sarcastic,not_sarcastic,sarcastic,the big hash tag was in case you were wondering,the big hash tag was in case you were wondering,the big hashtag was sarcasm i know you didn't understand fuckhead,look at my wit,I'm being sarcastic,10,47,False,False,False,0.0,0.0,flat_delivery_candidate,
test-00262,and the winner of most pointless shift goes to today june 5 th 2016,1,M1,not_sarcastic,sarcastic,sarcastic,sarcastic,sarcastic,sarcastic,today was the most pointless shift,it was a very uneventful day,and the winner of most pointless shift goes to today june 5 th 2016,today at work felt so pointless,and the winner of most pointless shift goes to today june 5 th 2016,14,67,False,False,False,0.0,0.5859,flat_delivery_candidate;positive_surface_wording_candidate,
test-00005,dozier hitting 3 rd ? makes sense,1,M5,sarcastic,sarcastic,sarcastic,sarcastic,not_sarcastic,sarcastic,dozier shouldn't be hitting 3 rd,how does he do it ?,dozier hitting 3 rd ? doesn t make sense,dozier hitting 3 rd ? doesn t make sense,nonsense dosier hitting 3 rd,7,33,True,False,False,0.0,0.0,rhetorical_question_candidate,
test-00008,don't you feel sad when people slowly walk away from your life when you actually want them to run,1,M6,sarcastic,sarcastic,sarcastic,sarcastic,sarcastic,not_sarcastic,when people exit your life you would like them to do it quicker,i'm happy that the toxic people in my life are gone,i feel sad when people people walk away slowly from my life when i want them to run away,i'm glad they're out of my life but secretly i'm not okay with it,don't you feel sad when people slowly walk away from your life when you actually want them to run,19,97,False,False,False,0.0,0.4318,flat_delivery_candidate;positive_surface_wording_candidate,
test-00010,don't worry bochy give posey hat rest he needs since he's getting up in age,1,M5,sarcastic,sarcastic,sarcastic,sarcastic,not_sarcastic,sarcastic,don't give posey a rest he's still young,don't rest posey hat what are you doing ?,don't worry bochy give posey hat rest he needs since he's getting up in age,bochy should be retired by now,don't worry bochy give posey hat rest he needs since he's getting up in age,15,75,False,False,False,0.0,0.3412,flat_delivery_candidate;positive_surface_wording_candidate,
test-00011,don't get why people say you need 6 8 hours of sleep a night i've been going on 2 or less for months now amp it's going great,1,M6,sarcastic,sarcastic,sarcastic,sarcastic,sarcastic,not_sarcastic,i need more sleep,i totally get why people say you need 6 8 hours of sleep a night i've been going on 2 or less for months now amp it's going terrible,i totally get why people say you need 6 8 hours of sleep a night i've been going on 2 or less for months now amp it's going terrible,i'm not sleeping well,don't get why people say you need 6 8 hours of sleep a night i've been going on 2 or less for months now i understood that now,28,125,False,False,False,0.0,0.6249,flat_delivery_candidate;positive_surface_wording_candidate;long_context_dependent_candidate,
test-00247,the cav's are more rested and better prepared than the warriors cav's will win this series they sure look prepared and rested,1,M6,sarcastic,sarcastic,sarcastic,sarcastic,sarcastic,not_sarcastic,the cav's are more rested and better prepared than the warriors cav's will win this series they don't look prepared and rested,the cav's are more rested and better prepared than the warriors cav's will win this series they are not prepared and rested,the cav's are more active and better unprepared than the warriors cav's will loose this series they sure do not look prepared and rested,the cav's are more rested and better prepared than the warriors cav's will win this series they sure look sloppy,the cav's are more rested and better prepared than the warriors cav's will win this series they don't look prepared and rested,22,125,False,False,False,0.0,0.9014,flat_delivery_candidate;positive_surface_wording_candidate,
test-00244,we'll regroup in cuba bernie,1,M6,sarcastic,sarcastic,sarcastic,sarcastic,sarcastic,not_sarcastic,we'll regroup in cuba bernie,we'll regroup in cuba bernie,we'll regroup in cuba bernie,we'll regroup in cuba bernie,we'll regroup in cuba bernie,5,28,False,False,False,0.0,0.0,flat_delivery_candidate;short_ambiguous_candidate,
test-00243,where can i download motivation ?,1,M6,sarcastic,sarcastic,sarcastic,sarcastic,sarcastic,not_sarcastic,i am lazy,i'm completely without motivation,i need to find motivation,i'm lazy,lack of motivation,6,33,True,False,False,0.0,0.34,rhetorical_question_candidate;positive_surface_wording_candidate;short_ambiguous_candidate,
test-00241,yes pretty much but they're lesbians together they did them both so wrong in the p c n52 run,1,M1,not_sarcastic,sarcastic,sarcastic,sarcastic,sarcastic,sarcastic,yes pretty much but they're lesbians together they did them both so wrong in the p c n52 run,they are not lesbians,yes pretty much but they're lesbians together they did them both so wrong in the p c n52 run,yes pretty much but they're lesbians together they did them both so wrong in the p c n52 run,yes pretty much but they're lesbians together they did them both so wrong in the p c n52 run,19,92,False,False,False,0.0,-0.5479,flat_delivery_candidate,
test-00236,oh spoilers nice thanks guys i was gonna make the hour drive to the comic shop no reason to now,1,M6,sarcastic,sarcastic,sarcastic,sarcastic,sarcastic,not_sarcastic,i don't appreciate spoilers,no i hate spoilers,oh spoilers aweful thanks guys i was gonna make the hour drive to the comic shop no reason to now,i hate people spoiling things for me,i hate spoilers,20,95,False,False,False,0.0,0.5423,flat_delivery_candidate;positive_surface_wording_candidate,
test-00233,clearly lgbt people in bathrooms are a danger to public safety definitely not the people that shoot innocent club patrons,1,M1,not_sarcastic,sarcastic,sarcastic,sarcastic,sarcastic,sarcastic,shooters are the danger not lgbt in bathrooms,the focus should be on the killers not someone's sexual preference,lgbt people in bathrooms are not danger to public safety definitely the people that shoot innocent club patrons,people need to get their priorities straight when addressing issues,lgbt people are innocent they are criminalized by society,20,121,False,False,False,0.0,0.5859,flat_delivery_candidate;positive_surface_wording_candidate,
test-00232,i jst ordered some vat and service tax and surprisingly got a pizza free,1,M6,sarcastic,sarcastic,sarcastic,sarcastic,sarcastic,not_sarcastic,the tax on that pizza was high,way too much tax on this pizza,the tax on that pizza was high,pizza is getting expensive,the pizza is cheaper than the service tax and vat put together,14,72,False,False,False,0.0,0.6705,flat_delivery_candidate;positive_surface_wording_candidate,
test-00013,does seattle bean fielder for celebrating and carrying the bat halfway to first,1,M5,sarcastic,sarcastic,sarcastic,sarcastic,not_sarcastic,sarcastic,seattle beaned fielder for carrying his bat to 1 st,seattle beaned fielder for carrying his bat to 1 st,does seattle bean fielder for celebrating and carrying the bat halfway to first,does seattle bean fielder for celebrating and carrying the bat halfway to first,does seattle bean fielder for celebrating and carrying the bat halfway to first,13,79,False,False,False,0.0,0.5719,flat_delivery_candidate;positive_surface_wording_candidate,
test-00229,is the body s natural defense against stupidity,1,M1,not_sarcastic,sarcastic,sarcastic,sarcastic,sarcastic,sarcastic,is the body s natural defense against stupidity,is the body s natural defense against stupidity,is the body s natural defense against stupidity,is the body s natural defense against stupidity,is the body s natural defense against stupidity,8,47,False,False,False,0.0,0.0258,flat_delivery_candidate,
test-00228,may be the cheapest form of humor but it's still the best value,1,M1,not_sarcastic,sarcastic,sarcastic,sarcastic,sarcastic,sarcastic,may be the cheapest form of humor but it's still the best value,may be the cheapest form of humor but it's still the best value,may be the cheapest form of humor but it's still the best value,i like to use sarcasm,may be the cheapest form of humor but it's still the best value,13,63,False,False,False,0.0,0.8873,flat_delivery_candidate;positive_surface_wording_candidate,
test-00226,on the one where i said most intelligent oeople vote for trump,1,M1,not_sarcastic,sarcastic,sarcastic,sarcastic,sarcastic,sarcastic,lease intelligent people vote for trump,stupidest people vote for trump,stupidest people vote for trump,trump supporters are dumb,less intelligent people vote for trump,12,62,False,False,False,0.0,0.5095,flat_delivery_candidate;positive_surface_wording_candidate,
test-00225,please don't think i'm an ass hat,1,M1,not_sarcastic,sarcastic,sarcastic,sarcastic,sarcastic,sarcastic,i don't care if you think i'm an ass hat,i don't care if you think i'm an ass hat,please do think i'm an ass hat,i want you to think i'm an ass hat,i don't care if you think i'm an ass hat,7,33,False,False,False,0.0,-0.296,flat_delivery_candidate,
test-00016,didn't watch the bachelor but i'm so glad everyone tweeted about it so i know what's going on,1,M6,sarcastic,sarcastic,sarcastic,sarcastic,sarcastic,not_sarcastic,i'm not happy that everyone tweeted the bachelor results,i don't care what's going on on the bachelor,didn't watch the bachelor don't care everyone tweeted about it so i know what's going on,i don't care to watch or know anything about the bachelor,you don't need to watch bachelor to get an update the tweets do that part,18,93,False,False,False,0.0,0.743,flat_delivery_candidate;positive_surface_wording_candidate,
test-00193,96 degrees one of the great benefits of living in california,1,M6,sarcastic,sarcastic,sarcastic,sarcastic,sarcastic,not_sarcastic,96 degrees one of the worst pars of living in california,96 degrees one of my least favorite part of living in california,96 degrees one of the worst part of living in california,96 degrees california is too hot for me,96 degrees california is burning,11,60,False,False,False,0.0,0.7717,flat_delivery_candidate;positive_surface_wording_candidate,
test-00184,a hate crime against sexual orientation of course nothing in the usa over the last 12 mths gave oxygen to his views,1,M1,not_sarcastic,sarcastic,sarcastic,sarcastic,sarcastic,sarcastic,the usa promoted the hate crime,a culture of hatred causes violence,a hate crime against sexual orientation of course nothing in the usa over the last 12 mths gave oxygen to his views,a hate crime against sexual orientation of course nothing in the usa over the last 12 mths gave oxygen to his views,crime against sexual orientation is a nuisance,22,115,False,False,False,0.0,-0.802,flat_delivery_candidate,
test-00050,cleaning the bathroom what joy i feel,1,M6,sarcastic,sarcastic,sarcastic,sarcastic,sarcastic,not_sarcastic,cleaning the bathroom is no fun,cleaning the bathroom sucks,cleaning the bathroom really annoying,i hate cleaning the bathroom,i hate cleaning the bathroom,7,37,False,False,False,0.0,0.5859,flat_delivery_candidate;positive_surface_wording_candidate,
test-00139,are people really blaming the black community for orlando ? those black people just sitting there being black unbelievable,1,M6,sarcastic,sarcastic,sarcastic,sarcastic,sarcastic,not_sarcastic,black people should not be blamed for orlando,it's believable that some horrible people are blaming black people for what happened,are people blaming the black community for orlando ? unbelievable,it doesn't matter what the black community does racists will blame them for anything,are people really blaming the black community for orlando ? terrible,19,122,True,False,False,0.0,-0.4005,rhetorical_question_candidate,
test-00081,but thanks for speaking so highly of me you've always been the type of person i could count on,1,M6,sarcastic,sarcastic,sarcastic,sarcastic,sarcastic,not_sarcastic,you spoke poorly of me and i can't count on you,i could never count on you and you just talk crap,but thanks for not speaking so highly of me you've not always been the type of person i could count on,i could never trust you,i knew i could never trust you,19,94,False,False,False,0.0,0.5927,flat_delivery_candidate;positive_surface_wording_candidate,
test-00132,at a padres game and i'm trying to explain the fascinating history of cannibalism i learned today to k he's never loved me more,1,M1,not_sarcastic,sarcastic,sarcastic,sarcastic,sarcastic,sarcastic,at a padres game and i'm trying to explain the fascinating history of cannibalism i learned today to k he's not interested,he was disgusted by my story,at a padres game and i'm trying to explain the fascinating history of cannibalism i learned today to k he's never loved me more,someone doesn't appreciate my small talk,at a padres game and i'm trying to explain the fascinating history of cannibalism i learned today to k he's never loved me more,24,127,False,False,False,0.0,0.091,flat_delivery_candidate,
test-00083,but remember guys our idiotic country believes people kill people so we're safe,1,M1,not_sarcastic,sarcastic,sarcastic,sarcastic,sarcastic,sarcastic,we're not safe,we're not safe,but remember guys our idiotic country doesn t believe people kill people so we're not safe,this country is dangerous,but remember guys our idiotic country believes people kill people so we're safe,13,79,False,False,False,0.0,-0.8474,flat_delivery_candidate,
test-00128,at the doctors with a broken wrist bone initial plan of action was just a heating pad yea that'll fix the bones,1,M6,sarcastic,sarcastic,sarcastic,sarcastic,sarcastic,not_sarcastic,a heating pad won't heal a broken wrist,a heating pad will not fix this broken bone,at the doctors with a broken wrist bone initial plan of action was not just a heating pad yea that'll not fix the bones,doctor's need to do their job better,broke my wrist bone need a doctor immediately,22,111,False,False,False,0.0,-0.4767,flat_delivery_candidate,
test-00084,but hey at least we have new markers,1,M5,sarcastic,sarcastic,sarcastic,sarcastic,not_sarcastic,sarcastic,these markers don't make anything any better,having new markers is the least of my concern,but hey at least we have not new markers,there is a lack of school supplies,these new markers don't mean anything,8,36,False,False,False,0.0,0.0,flat_delivery_candidate,
test-00085,but despite rumors of heat w del rio hhh would never be as petty mess with personal lives due to professional issues right ?,1,M1,not_sarcastic,sarcastic,sarcastic,sarcastic,sarcastic,sarcastic,triple h is petty and will bury del rio,triple h is petty and will bury del rio,but despite not of rumors of heat w del rio hhh would never be as petty mess with personal lives due to professional issues right ?,athletes get so hot headed,but despite rumors of heat w del rio hhh would never be as petty mess with personal lives due to professional issues right ?,24,124,True,False,False,0.0,-0.3318,rhetorical_question_candidate,
test-00124,b c im young its so many other girls guys out here why keep some 1 around who u actually had aconnection with ? that makes sense,1,M6,sarcastic,sarcastic,sarcastic,sarcastic,sarcastic,not_sarcastic,b c im young its so many other girls guys out here why keep some 1 around who u actually had aconnection with ? that makes sense,i'm getting bad excuses for no relationships,b c im young its so many other girls guys out here why keep some 1 around who u actually had aconnection with ? that makes sense,people don't understand my lifestyle,b c im young its so many other girls guys out here why keep some 1 around who u actually had aconnection with ? that makes sense,27,128,True,False,False,0.0,0.0,rhetorical_question_candidate;long_context_dependent_candidate,
test-00123,babies are so lucky they can sleep all day and still everyone loves them p,1,M6,sarcastic,sarcastic,sarcastic,sarcastic,sarcastic,not_sarcastic,babies are so lucky they can sleep all day and still everyone loves them p,i wish i could sleep all day and not get yelled at,babies are so lucky they can sleep all day and still everyone loves them p,babies got it easy,babies are so lucky they can sleep all day and still everyone loves them p,15,74,False,False,False,0.0,0.8083,flat_delivery_candidate;positive_surface_wording_candidate,
test-00120,bae is such a good singer,1,M5,sarcastic,sarcastic,sarcastic,sarcastic,not_sarcastic,sarcastic,bae is not a good singer,bae is such a bad singer,bae is such a bad singer,bae is such a bad singer,bae is such a bad singer,6,25,False,False,False,0.0,0.4404,flat_delivery_candidate;positive_surface_wording_candidate;short_ambiguous_candidate,
test-00118,based on the tweets on the ed sheeran trend it seems his fans are really quite intelligent,1,M1,not_sarcastic,sarcastic,sarcastic,sarcastic,sarcastic,sarcastic,based on the tweets on the ed sheeran trend it seems his fans are really not intelligent,according to my research ed sheeran fans are stupid,based on the tweets on the ed sheeran trend it seems his fans are really dumb,based on the tweets on the ed sheeran trend it seems his fans are really quite stupid,based on the tweets on the ed sheeran trend it seems his fans are really quite idiotic,17,90,False,False,False,0.0,0.5531,flat_delivery_candidate;positive_surface_wording_candidate,
test-00117,be influential by being an influencer that influences people's influencing in an influential way buy my book,1,M6,sarcastic,sarcastic,sarcastic,sarcastic,sarcastic,not_sarcastic,be influential by being an influencer that influences people's influencing in an influential way buy my book,be influential by being an influencer that influences people's influencing in an influential way buy my book,he used complicated sentences just to add beauty to his book for selling it,people just want others to fall for what they're selling,be influential by being an influencer that influences people's influencing in an influential way buy my book,17,108,False,False,False,0.0,0.7003,flat_delivery_candidate;positive_surface_wording_candidate,
test-00093,breaking news qpr are going to sign 40 year old robbie fowler and a lad called olly murs some cracking finishing today,1,M6,sarcastic,sarcastic,sarcastic,sarcastic,sarcastic,not_sarcastic,breaking news qpr are going to sign 40 year old robbie fowler and a lad called olly murs some crappy finishing today,these signings are a horrible idea,breaking news qpr are going to sign 40 year old robbie fowler and a lad called olly murs some boring finishing today,they signed some weird guys to the team,breaking news qpr are going to sign 40 year old robbie fowler and a lad called olly murs some cracking finishing today,22,118,False,False,False,0.0,0.0,flat_delivery_candidate,
test-00097,bless elizabeth proctor she's honestly a great woman ha,1,M6,sarcastic,sarcastic,sarcastic,sarcastic,sarcastic,not_sarcastic,elizabeth proctor is not a great woman,elizabeth proctor is a horrible woman,bless elizabeth proctor she's honestly an annoying woman ha,bless elizabeth proctor she's honestly a terrible woman ha,elizabeth proctor is honestly the worst woman,9,55,False,False,False,0.0,0.9062,flat_delivery_candidate;positive_surface_wording_candidate,
test-00110,being alone is always fun,1,M6,sarcastic,sarcastic,sarcastic,sarcastic,sarcastic,not_sarcastic,being alone sucks,being alone is never fun,being alone is not always fun,being alone is never fun,being alone is so boring,5,25,False,False,False,0.0,0.3182,flat_delivery_candidate;positive_surface_wording_candidate;short_ambiguous_candidate,
test-00107,being honest is difficult when ur friend swanking his imported item collection without realizing those all are made in china,1,M1,not_sarcastic,sarcastic,sarcastic,sarcastic,sarcastic,sarcastic,being honest is difficult when ur friend swanking his imported item collection without realizing those all are made in china,being honest is difficult when ur friend swanking his imported item collection without realizing those all are made in china,being honest is difficult when ur friend swanking his imported item collection without realizing those all are made in china,people don't like to hear the truth about things they like,being honest is difficult when ur friend swanking his imported item collection without realizing those all are made in china,20,124,False,False,False,0.0,0.6124,flat_delivery_candidate;positive_surface_wording_candidate,
test-00105,best long weekend ever,1,M5,sarcastic,sarcastic,sarcastic,sarcastic,not_sarcastic,sarcastic,worst long weekend ever,worst long weekend ever,worst long weekend ever,this weekend stunk,worst long weekend ever,4,22,False,False,False,0.0,0.6369,flat_delivery_candidate;positive_surface_wording_candidate;short_ambiguous_candidate,
test-00103,best pet of having to unexpectedly drive to austin ? driving through all the houston rain,1,M1,not_sarcastic,sarcastic,sarcastic,sarcastic,sarcastic,sarcastic,driving through houston in the rain sucks,i hate driving through houston in the rain,worst pet of having to unexpectedly drive to austin ? driving through all the houston rain,i hate driving through the rain,best pet of having to unexpectedly drive to austin ? driving through all the houston rain bummer,16,89,True,False,False,0.0,0.6369,rhetorical_question_candidate;positive_surface_wording_candidate,
test-00080,but whatever israel bathes in the blood of palestinians amirite ?,1,M5,sarcastic,sarcastic,sarcastic,sarcastic,not_sarcastic,sarcastic,israel doesn't bathe in the blood of palestinians,israel doesn't bathe in the blood of palestinians,israel doesn't bathe in the blood of palestinians,i pretend like i understand the israel conflict,but whatever israel bathes in the blood of palestinians,11,65,True,False,False,0.0,0.0,rhetorical_question_candidate,
test-00077,c'mon lady bitch about your stressful life some more everyone in this nail salon loves hearing your loud and annoying voice,1,M1,not_sarcastic,sarcastic,sarcastic,sarcastic,sarcastic,sarcastic,no one wants to hear you complain,people who think they are the centre of the universe are horrible,c'mon lady bitch about your mind blowing life some more everyone in this nail salon hates hearing your loud and lovely voice,i came to the nail salan to relax not hear about your problems,stop shouting you annoying lady nobody wants to hear about your life,21,123,False,False,False,0.0,-0.7269,flat_delivery_candidate,
test-00187,a film showing up in poor lights will be willingly passed by censor board because it will show up atleast in some lights,1,M6,sarcastic,sarcastic,sarcastic,sarcastic,sarcastic,not_sarcastic,a film showing up in poor lights will be willingly passed by censor board because it will show up atleast in some lights,a film showing up in poor lights will be willingly passed by censor board because it will show up atleast in some lights,a film showing up in poor lights will be willingly passed by censor board because it will show up atleast in some lights,up is a okay movie,a film showing up in poor lights will be willingly passed by censor board because it will show up atleast in some lights,23,120,False,False,False,0.0,-0.7269,flat_delivery_candidate,
test-00143,another summer weekend that's a blast,1,M6,sarcastic,sarcastic,sarcastic,sarcastic,sarcastic,not_sarcastic,another crappy summer weekend,another summer weekend that's going to be boring,another summer weekend that's not a blast,another summer weekend that's not blast,bummer another summer weekend that's a blast,6,37,False,False,False,0.0,0.0,flat_delivery_candidate;short_ambiguous_candidate,
test-00102,best relationship are the ones u don't communicate with each other,1,M1,not_sarcastic,sarcastic,sarcastic,sarcastic,sarcastic,sarcastic,worst relationship are the ones u don't communicate with each other,worst relationship is the one where you don't communicate,worst relationship are the ones communicate with each other,worst relationship are the ones u don't communicate with each other,terrible relationship are the ones u don't communicate with each other total shit,11,66,False,False,False,0.0,0.6369,flat_delivery_candidate;positive_surface_wording_candidate,
test-00182,a philosopher once said dat its btr to leave dan compromise so basically he meant dat agar na mile to angoor khatte hote hai,1,M6,sarcastic,sarcastic,sarcastic,sarcastic,sarcastic,not_sarcastic,a philosopher once said dat its btr to leave dan compromise so basically he meant dat agar na mile to angoor khatte hote hai,a philosopher once said dat its btr to leave dan compromise so basically he meant dat agar na mile to angoor khatte hote hai,a philosopher once said dat its btr to leave dan compromise so basically he meant dat agar na mile to angoor khatte hote hai,a philosopher once said dat its btr to leave dan compromise so basically he meant dat agar na mile to angoor khatte hote hai,a philosopher once said dat its btr to leave dan compromise so basically he meant dat agar na mile to angoor khatte hote hai,24,124,False,False,False,0.0,-0.0516,flat_delivery_candidate,
test-00053,choosing a player who has been out injured all season because he plays for arsenal is the first step for success drink beer instead,1,M1,not_sarcastic,sarcastic,sarcastic,sarcastic,sarcastic,sarcastic,choosing a player just because of his team is not a good idea,it's horrible to choose a player just because of who he used to play for,not choosing a player who has been out injured all season because he plays for arsenal is the first step for success drink beer instead,you shouldn't play him he's not ready,choosing a player who has been out injured all season because he plays for arsenal is the first step for downfall,24,131,False,False,False,0.0,0.4588,flat_delivery_candidate;positive_surface_wording_candidate,
