family_id,interp_rank,interpretation_text,original_text,n_models_flagged_sarcastic,which_models_flagged,pred_M1,pred_M2,pred_M3,pred_M4,pred_M5,pred_M6,word_length,char_length,has_question_mark,has_exclamation_mark,has_all_caps_word,uppercase_char_fraction,vader_compound,qualitative_tags,notes
test-00253,2,i sleep n sleep a lot because it don't cost money,i sleep n sleep a lot because it don't cost money,6,M1;M2;M3;M4;M5;M6,sarcastic,sarcastic,sarcastic,sarcastic,sarcastic,sarcastic,11,49,False,False,False,0.0,0.0,flat_delivery_candidate,
test-00253,4,at least i don't lose money when i'm sleeping,i sleep n sleep a lot because it don't cost money,6,M1;M2;M3;M4;M5;M6,sarcastic,sarcastic,sarcastic,sarcastic,sarcastic,sarcastic,9,45,False,False,False,0.0,0.3089,flat_delivery_candidate;positive_surface_wording_candidate,
test-00253,5,i sleep n sleep a lot because it don't cost money,i sleep n sleep a lot because it don't cost money,6,M1;M2;M3;M4;M5;M6,sarcastic,sarcastic,sarcastic,sarcastic,sarcastic,sarcastic,11,49,False,False,False,0.0,0.0,flat_delivery_candidate,
test-00016,10,you don't need to watch bachelor to get an update the tweets do that part,didn't watch the bachelor but i'm so glad everyone tweeted about it so i know what's going on,6,M1;M2;M3;M4;M5;M6,sarcastic,sarcastic,sarcastic,sarcastic,sarcastic,sarcastic,15,73,False,False,False,0.0,0.0,flat_delivery_candidate,
test-00017,1,didn't know the pga was run by mexicans moving tournament from trump's doral to mexico city lol,didn't know the pga was run by mexicans moving tournament from trump's doral to mexico city lol,6,M1;M2;M3;M4;M5;M6,sarcastic,sarcastic,sarcastic,sarcastic,sarcastic,sarcastic,17,95,False,False,False,0.0,0.4215,flat_delivery_candidate;positive_surface_wording_candidate,
test-00021,4,why do dentist recomment good things ? isn't that bad for buisness ?,dentists make money off of people with bad teeth so should we really trust the toothpaste they recommend ?,6,M1;M2;M3;M4;M5;M6,sarcastic,sarcastic,sarcastic,sarcastic,sarcastic,sarcastic,13,68,True,False,False,0.0,0.7278,rhetorical_question_candidate;positive_surface_wording_candidate,
test-00255,1,i get it sarcasm is your thing right ? everything you've said is dripping in sarcasm you guys i've been figured out,i get it sarcasm is your thing right ? everything you've said is dripping in sarcasm you guys i've been figured out,6,M1;M2;M3;M4;M5;M6,sarcastic,sarcastic,sarcastic,sarcastic,sarcastic,sarcastic,22,115,True,False,False,0.0,-0.4215,rhetorical_question_candidate,
test-00254,3,i hate said the person sarcastically,i love said the person sarcastically,6,M1;M2;M3;M4;M5;M6,sarcastic,sarcastic,sarcastic,sarcastic,sarcastic,sarcastic,6,36,False,False,False,0.0,-0.7003,flat_delivery_candidate;short_ambiguous_candidate,
test-00017,3,did know the pga was run by mexicans not moving tournament from trump's doral to mexico city lol,didn't know the pga was run by mexicans moving tournament from trump's doral to mexico city lol,6,M1;M2;M3;M4;M5;M6,sarcastic,sarcastic,sarcastic,sarcastic,sarcastic,sarcastic,18,96,False,False,False,0.0,0.4215,flat_delivery_candidate;positive_surface_wording_candidate,
test-00017,5,didn't know the pga was run by mexicans moving tournament from trump's doral to mexico city lol,didn't know the pga was run by mexicans moving tournament from trump's doral to mexico city lol,6,M1;M2;M3;M4;M5;M6,sarcastic,sarcastic,sarcastic,sarcastic,sarcastic,sarcastic,17,95,False,False,False,0.0,0.4215,flat_delivery_candidate;positive_surface_wording_candidate,
test-00254,5,i love said the person sarcastically,i love said the person sarcastically,6,M1;M2;M3;M4;M5;M6,sarcastic,sarcastic,sarcastic,sarcastic,sarcastic,sarcastic,6,36,False,False,False,0.0,0.4767,flat_delivery_candidate;positive_surface_wording_candidate;short_ambiguous_candidate,
test-00018,3,did you see how the yankees manufactured that run from a leadoff double ? that was so bad,did you see how the yankees manufactured that run from a leadoff double ? that was amazing,6,M1;M2;M3;M4;M5;M6,sarcastic,sarcastic,sarcastic,sarcastic,sarcastic,sarcastic,18,89,True,False,False,0.0,-0.6696,rhetorical_question_candidate,
test-00020,5,did i just go tanning while sunburned ? yes why ? girlish stupidity i did use sunscreen on the bad spots i'm so stupid,did i just go tanning while sunburned ? yes why ? girlish stupidity i did use sunscreen on the bad spots i'm so smart,6,M1;M2;M3;M4;M5;M6,sarcastic,sarcastic,sarcastic,sarcastic,sarcastic,sarcastic,24,118,True,False,False,0.0,-0.8565,rhetorical_question_candidate,
test-00254,4,i love said the person sarcastically,i love said the person sarcastically,6,M1;M2;M3;M4;M5;M6,sarcastic,sarcastic,sarcastic,sarcastic,sarcastic,sarcastic,6,36,False,False,False,0.0,0.4767,flat_delivery_candidate;positive_surface_wording_candidate;short_ambiguous_candidate,
test-00019,1,did you know that the more birthdays you'll have in your lifetime the longer you will live ?,did you know that the more birthdays you'll have in your lifetime the longer you will live ?,6,M1;M2;M3;M4;M5;M6,sarcastic,sarcastic,sarcastic,sarcastic,sarcastic,sarcastic,18,92,True,False,False,0.0,0.0,rhetorical_question_candidate,
test-00020,4,did i just go tanning while sunburned ? yes why ? girlish stupidity i did use sunscreen on the bad spots i'm so stupid,did i just go tanning while sunburned ? yes why ? girlish stupidity i did use sunscreen on the bad spots i'm so smart,6,M1;M2;M3;M4;M5;M6,sarcastic,sarcastic,sarcastic,sarcastic,sarcastic,sarcastic,24,118,True,False,False,0.0,-0.8565,rhetorical_question_candidate,
test-00020,3,did i just go tanning while sunburned ? yes why ? girlish intelligence i did not use sunscreen on the bad spots i'm so idiot,did i just go tanning while sunburned ? yes why ? girlish stupidity i did use sunscreen on the bad spots i'm so smart,6,M1;M2;M3;M4;M5;M6,sarcastic,sarcastic,sarcastic,sarcastic,sarcastic,sarcastic,25,124,True,False,False,0.0,-0.5108,rhetorical_question_candidate;long_context_dependent_candidate,
test-00020,2,i'm not a smart girl,did i just go tanning while sunburned ? yes why ? girlish stupidity i did use sunscreen on the bad spots i'm so smart,6,M1;M2;M3;M4;M5;M6,sarcastic,sarcastic,sarcastic,sarcastic,sarcastic,sarcastic,5,20,False,False,False,0.0,-0.3089,flat_delivery_candidate;short_ambiguous_candidate,
test-00019,2,did you know that the more birthdays you'll have in your lifetime the longer you will live ?,did you know that the more birthdays you'll have in your lifetime the longer you will live ?,6,M1;M2;M3;M4;M5;M6,sarcastic,sarcastic,sarcastic,sarcastic,sarcastic,sarcastic,18,92,True,False,False,0.0,0.0,rhetorical_question_candidate,
test-00020,1,i went tanning with a sunburn i'm not smart,did i just go tanning while sunburned ? yes why ? girlish stupidity i did use sunscreen on the bad spots i'm so smart,6,M1;M2;M3;M4;M5;M6,sarcastic,sarcastic,sarcastic,sarcastic,sarcastic,sarcastic,9,43,False,False,False,0.0,-0.3089,flat_delivery_candidate,
test-00019,3,did you know that the more birthdays you'll have in your lifetime the longer you will live ?,did you know that the more birthdays you'll have in your lifetime the longer you will live ?,6,M1;M2;M3;M4;M5;M6,sarcastic,sarcastic,sarcastic,sarcastic,sarcastic,sarcastic,18,92,True,False,False,0.0,0.0,rhetorical_question_candidate,
test-00019,4,did you know that the more birthdays you'll have in your lifetime the longer you will live ?,did you know that the more birthdays you'll have in your lifetime the longer you will live ?,6,M1;M2;M3;M4;M5;M6,sarcastic,sarcastic,sarcastic,sarcastic,sarcastic,sarcastic,18,92,True,False,False,0.0,0.0,rhetorical_question_candidate,
test-00019,5,did you know that the more birthdays you'll have in your lifetime the longer you will live ?,did you know that the more birthdays you'll have in your lifetime the longer you will live ?,6,M1;M2;M3;M4;M5;M6,sarcastic,sarcastic,sarcastic,sarcastic,sarcastic,sarcastic,18,92,True,False,False,0.0,0.0,rhetorical_question_candidate,
test-00253,1,i sleep n sleep a lot because it don't cost money,i sleep n sleep a lot because it don't cost money,6,M1;M2;M3;M4;M5;M6,sarcastic,sarcastic,sarcastic,sarcastic,sarcastic,sarcastic,11,49,False,False,False,0.0,0.0,flat_delivery_candidate,
test-00255,2,i get it sarcasm is your thing right ? everything you've said is dripping in sarcasm you guys i've been figured out,i get it sarcasm is your thing right ? everything you've said is dripping in sarcasm you guys i've been figured out,6,M1;M2;M3;M4;M5;M6,sarcastic,sarcastic,sarcastic,sarcastic,sarcastic,sarcastic,22,115,True,False,False,0.0,-0.4215,rhetorical_question_candidate,
test-00023,2,dear travelers pls bring along ur washing machine amp fridge as well considering those r hand luggage,dear travelers pls bring along ur washing machine amp fridge as well considering those r hand luggage,6,M1;M2;M3;M4;M5;M6,sarcastic,sarcastic,sarcastic,sarcastic,sarcastic,sarcastic,17,101,False,False,False,0.0,0.802,flat_delivery_candidate;positive_surface_wording_candidate,
test-00025,4,life is hard i'm just looking to catch a break,dear life would you at least start using lubricant ?,6,M1;M2;M3;M4;M5;M6,sarcastic,sarcastic,sarcastic,sarcastic,sarcastic,sarcastic,10,46,False,False,False,0.0,-0.1027,flat_delivery_candidate,
test-00257,3,ah no here's the guy that's wiping the floor with superman i'm not gonna try chocking him out stupid bruce pure stupid,ah yes here's the guy that's wiping the floor with superman i'm gonna try chocking him out genius bruce pure genius,6,M1;M2;M3;M4;M5;M6,sarcastic,sarcastic,sarcastic,sarcastic,sarcastic,sarcastic,22,118,False,False,False,0.0,-0.8402,flat_delivery_candidate,
test-00250,3,like maybe they should mark it on the tag 60 cotton 40 her fault,like maybe they should mark it on the tag 60 cotton 40 her fault,6,M1;M2;M3;M4;M5;M6,sarcastic,sarcastic,sarcastic,sarcastic,sarcastic,sarcastic,14,64,False,False,False,0.0,-0.0516,flat_delivery_candidate,
test-00015,2,i know you don't love sarcasm,do you like sarcasm ?,6,M1;M2;M3;M4;M5;M6,sarcastic,sarcastic,sarcastic,sarcastic,sarcastic,sarcastic,6,29,False,False,False,0.0,-0.4023,flat_delivery_candidate;short_ambiguous_candidate,
test-00026,2,preloaded apps are clogging up my phone you suck samsung,dear at amp t amp samsung i'm so glad i have zero storage for my things my 32 gb phone thanks to the useless apps i can't uninstall,6,M1;M2;M3;M4;M5;M6,sarcastic,sarcastic,sarcastic,sarcastic,sarcastic,sarcastic,10,56,False,False,False,0.0,-0.4404,flat_delivery_candidate,
test-00025,10,dear life can you not be so hard sometimes,dear life would you at least start using lubricant ?,6,M1;M2;M3;M4;M5;M6,sarcastic,sarcastic,sarcastic,sarcastic,sarcastic,sarcastic,9,42,False,False,False,0.0,0.1861,flat_delivery_candidate,
test-00025,9,life is hard i'm just looking to catch a break,dear life would you at least start using lubricant ?,6,M1;M2;M3;M4;M5;M6,sarcastic,sarcastic,sarcastic,sarcastic,sarcastic,sarcastic,10,46,False,False,False,0.0,-0.1027,flat_delivery_candidate,
test-00257,1,not smart bruce,ah yes here's the guy that's wiping the floor with superman i'm gonna try chocking him out genius bruce pure genius,6,M1;M2;M3;M4;M5;M6,sarcastic,sarcastic,sarcastic,sarcastic,sarcastic,sarcastic,3,15,False,False,False,0.0,-0.3089,flat_delivery_candidate;short_ambiguous_candidate,
test-00250,5,like maybe they should mark it on the tag 60 cotton 40 her fault,like maybe they should mark it on the tag 60 cotton 40 her fault,6,M1;M2;M3;M4;M5;M6,sarcastic,sarcastic,sarcastic,sarcastic,sarcastic,sarcastic,14,64,False,False,False,0.0,-0.0516,flat_delivery_candidate,
test-00251,1,jews sitting around in an oak wood decorated room amp wahabis marauding through the desert are the reasons behind all our ills,jews sitting around in an oak wood decorated room amp wahabis marauding through the desert are the reasons behind all our ills,6,M1;M2;M3;M4;M5;M6,sarcastic,sarcastic,sarcastic,sarcastic,sarcastic,sarcastic,22,126,False,False,False,0.0,0.0,flat_delivery_candidate,
test-00025,5,dear life can you not be so hard sometimes,dear life would you at least start using lubricant ?,6,M1;M2;M3;M4;M5;M6,sarcastic,sarcastic,sarcastic,sarcastic,sarcastic,sarcastic,9,42,False,False,False,0.0,0.1861,flat_delivery_candidate,
test-00251,4,jews sitting around in an oak wood decorated room amp wahabis marauding through the desert are the reasons behind all our ills,jews sitting around in an oak wood decorated room amp wahabis marauding through the desert are the reasons behind all our ills,6,M1;M2;M3;M4;M5;M6,sarcastic,sarcastic,sarcastic,sarcastic,sarcastic,sarcastic,22,126,False,False,False,0.0,0.0,flat_delivery_candidate,
test-00255,3,i get it sarcasm is your thing right ? everything you've said is dripping in sarcasm you guys i've been figured out,i get it sarcasm is your thing right ? everything you've said is dripping in sarcasm you guys i've been figured out,6,M1;M2;M3;M4;M5;M6,sarcastic,sarcastic,sarcastic,sarcastic,sarcastic,sarcastic,22,115,True,False,False,0.0,-0.4215,rhetorical_question_candidate,
test-00024,10,dear life can you not be so hard sometimes,dear life would you at least start using lubricants,6,M1;M2;M3;M4;M5;M6,sarcastic,sarcastic,sarcastic,sarcastic,sarcastic,sarcastic,9,42,False,False,False,0.0,0.1861,flat_delivery_candidate,
test-00024,9,life is hard i'm just looking to catch a break,dear life would you at least start using lubricants,6,M1;M2;M3;M4;M5;M6,sarcastic,sarcastic,sarcastic,sarcastic,sarcastic,sarcastic,10,46,False,False,False,0.0,-0.1027,flat_delivery_candidate,
test-00255,5,i get it sarcasm is your thing right ? everything you've said is dripping in sarcasm you guys i've been figured out,i get it sarcasm is your thing right ? everything you've said is dripping in sarcasm you guys i've been figured out,6,M1;M2;M3;M4;M5;M6,sarcastic,sarcastic,sarcastic,sarcastic,sarcastic,sarcastic,22,115,True,False,False,0.0,-0.4215,rhetorical_question_candidate,
test-00024,5,dear life can you not be so hard sometimes,dear life would you at least start using lubricants,6,M1;M2;M3;M4;M5;M6,sarcastic,sarcastic,sarcastic,sarcastic,sarcastic,sarcastic,9,42,False,False,False,0.0,0.1861,flat_delivery_candidate,
test-00024,4,life is hard i'm just looking to catch a break,dear life would you at least start using lubricants,6,M1;M2;M3;M4;M5;M6,sarcastic,sarcastic,sarcastic,sarcastic,sarcastic,sarcastic,10,46,False,False,False,0.0,-0.1027,flat_delivery_candidate,
test-00252,3,if you not a champion don t show me you a champion wow no lyrics huh so we're going to succumb that lameness all series ?,if you a champion show me you a champion wow deep lyrics huh so we're going to endure that lameness all series ?,6,M1;M2;M3;M4;M5;M6,sarcastic,sarcastic,sarcastic,sarcastic,sarcastic,sarcastic,26,121,True,False,False,0.0,-0.6696,rhetorical_question_candidate;long_context_dependent_candidate,
test-00016,5,you don't need to watch bachelor to get an update the tweets do that part,didn't watch the bachelor but i'm so glad everyone tweeted about it so i know what's going on,6,M1;M2;M3;M4;M5;M6,sarcastic,sarcastic,sarcastic,sarcastic,sarcastic,sarcastic,15,73,False,False,False,0.0,0.0,flat_delivery_candidate,
test-00252,5,if you a champion show me you a champion wow deep lyrics,if you a champion show me you a champion wow deep lyrics huh so we're going to endure that lameness all series ?,6,M1;M2;M3;M4;M5;M6,sarcastic,sarcastic,sarcastic,sarcastic,sarcastic,sarcastic,12,56,False,False,False,0.0,0.9118,flat_delivery_candidate;positive_surface_wording_candidate,
test-00255,4,people don't like my wit,i get it sarcasm is your thing right ? everything you've said is dripping in sarcasm you guys i've been figured out,6,M1;M2;M3;M4;M5;M6,sarcastic,sarcastic,sarcastic,sarcastic,sarcastic,sarcastic,5,24,False,False,False,0.0,-0.2755,flat_delivery_candidate;short_ambiguous_candidate,
test-00023,4,dear travelers pls bring along ur washing machine amp fridge as well considering those r hand luggage,dear travelers pls bring along ur washing machine amp fridge as well considering those r hand luggage,6,M1;M2;M3;M4;M5;M6,sarcastic,sarcastic,sarcastic,sarcastic,sarcastic,sarcastic,17,101,False,False,False,0.0,0.802,flat_delivery_candidate;positive_surface_wording_candidate,
test-00239,4,look at me i like to make others feel uncomfortable,laughs insanely its really fun to b controlled by anti,6,M1;M2;M3;M4;M5;M6,sarcastic,sarcastic,sarcastic,sarcastic,sarcastic,sarcastic,10,51,False,False,False,0.0,-0.0258,flat_delivery_candidate,
test-00033,5,i guess curry can never be hurt,curry must be hurt,6,M1;M2;M3;M4;M5;M6,sarcastic,sarcastic,sarcastic,sarcastic,sarcastic,sarcastic,7,31,False,False,False,0.0,0.4168,flat_delivery_candidate;positive_surface_wording_candidate,
test-00237,8,no tropical storm heading our way hate it when it rains hard and we still have school,yes tropical storm heading our way love it when it rains hard and we still have school,6,M1;M2;M3;M4;M5;M6,sarcastic,sarcastic,sarcastic,sarcastic,sarcastic,sarcastic,17,85,False,False,False,0.0,-0.743,flat_delivery_candidate,
test-00238,3,relative visit uncle bhaiya namaste kya chal raha hai ? father bas fogg chal raha hai this is how you treat relatives,relative visit uncle bhaiya namaste kya chal raha hai ? father bas fogg chal raha hai this is how you treat relatives,6,M1;M2;M3;M4;M5;M6,sarcastic,sarcastic,sarcastic,sarcastic,sarcastic,sarcastic,22,117,True,False,False,0.0,0.4019,rhetorical_question_candidate;positive_surface_wording_candidate,
test-00043,3,cnn now giving us the definition of misconstrue so trump will know when he's screwed up,cnn now giving us the definition of misconstrue so trump will know when he's screwed up,6,M1;M2;M3;M4;M5;M6,sarcastic,sarcastic,sarcastic,sarcastic,sarcastic,sarcastic,16,87,False,False,False,0.0,-0.2023,flat_delivery_candidate,
test-00004,5,draymond what a bad player,draymond what a player,6,M1;M2;M3;M4;M5;M6,sarcastic,sarcastic,sarcastic,sarcastic,sarcastic,sarcastic,5,26,False,False,False,0.0,-0.5423,flat_delivery_candidate;short_ambiguous_candidate,
test-00040,5,misbehaving computer at 2 30 pm on a monday will ruin productivity,computer misbehaving at 2 30 pm on a monday is super great for productivity,6,M1;M2;M3;M4;M5;M6,sarcastic,sarcastic,sarcastic,sarcastic,sarcastic,sarcastic,12,66,False,False,False,0.0,-0.7579,flat_delivery_candidate,
test-00045,5,clevinger makes me throw up,clevinger makes me throw up,6,M1;M2;M3;M4;M5;M6,sarcastic,sarcastic,sarcastic,sarcastic,sarcastic,sarcastic,5,27,False,False,False,0.0,0.0,flat_delivery_candidate;short_ambiguous_candidate,
test-00007,8,don't you just hate it when people ignore you,don't you just love it when people ignore you,6,M1;M2;M3;M4;M5;M6,sarcastic,sarcastic,sarcastic,sarcastic,sarcastic,sarcastic,9,45,False,False,False,0.0,0.1275,flat_delivery_candidate,
test-00040,7,computer is killing productivity,computer misbehaving at 2 30 pm on a monday is super great for productivity,6,M1;M2;M3;M4;M5;M6,sarcastic,sarcastic,sarcastic,sarcastic,sarcastic,sarcastic,4,32,False,False,False,0.0,-0.6597,flat_delivery_candidate;short_ambiguous_candidate,
test-00004,4,draymond what a bad player,draymond what a player,6,M1;M2;M3;M4;M5;M6,sarcastic,sarcastic,sarcastic,sarcastic,sarcastic,sarcastic,5,26,False,False,False,0.0,-0.5423,flat_delivery_candidate;short_ambiguous_candidate,
test-00040,8,computer nicely behaving at 2 30 pm on a monday is super flop for productivity,computer misbehaving at 2 30 pm on a monday is super great for productivity,6,M1;M2;M3;M4;M5;M6,sarcastic,sarcastic,sarcastic,sarcastic,sarcastic,sarcastic,15,78,False,False,False,0.0,0.6597,flat_delivery_candidate;positive_surface_wording_candidate,
test-00235,5,48 and 49 were in 11 talk at one point ah the mlb draft is so risk averse sarcasm,48 and 49 were in 11 talk at one point ah the mlb draft is so risk averse sarcasm,6,M1;M2;M3;M4;M5;M6,sarcastic,sarcastic,sarcastic,sarcastic,sarcastic,sarcastic,19,81,False,False,False,0.0,-0.6,flat_delivery_candidate,
test-00040,10,misbehaving computer at 2 30 pm on a monday will ruin productivity,computer misbehaving at 2 30 pm on a monday is super great for productivity,6,M1;M2;M3;M4;M5;M6,sarcastic,sarcastic,sarcastic,sarcastic,sarcastic,sarcastic,12,66,False,False,False,0.0,-0.7579,flat_delivery_candidate,
test-00007,3,don't you just hate it when people ignore you,don't you just love it when people ignore you,6,M1;M2;M3;M4;M5;M6,sarcastic,sarcastic,sarcastic,sarcastic,sarcastic,sarcastic,9,45,False,False,False,0.0,0.1275,flat_delivery_candidate,
test-00043,2,cnn now giving us the definition of misconstrue so trump will know when he's screwed up,cnn now giving us the definition of misconstrue so trump will know when he's screwed up,6,M1;M2;M3;M4;M5;M6,sarcastic,sarcastic,sarcastic,sarcastic,sarcastic,sarcastic,16,87,False,False,False,0.0,-0.2023,flat_delivery_candidate,
test-00002,4,dry heaves from cancer are aweful,dry heaves from cancer are awesome,6,M1;M2;M3;M4;M5;M6,sarcastic,sarcastic,sarcastic,sarcastic,sarcastic,sarcastic,6,33,False,False,False,0.0,-0.6597,flat_delivery_candidate;short_ambiguous_candidate,
test-00007,4,don't you just hate it when people ignore you,don't you just love it when people ignore you,6,M1;M2;M3;M4;M5;M6,sarcastic,sarcastic,sarcastic,sarcastic,sarcastic,sarcastic,9,45,False,False,False,0.0,0.1275,flat_delivery_candidate,
test-00004,3,draymond what a worse player,draymond what a player,6,M1;M2;M3;M4;M5;M6,sarcastic,sarcastic,sarcastic,sarcastic,sarcastic,sarcastic,5,28,False,False,False,0.0,-0.4767,flat_delivery_candidate;short_ambiguous_candidate,
test-00043,1,cnn now giving us the definition of misconstrue so trump will know when he's screwed up,cnn now giving us the definition of misconstrue so trump will know when he's screwed up,6,M1;M2;M3;M4;M5;M6,sarcastic,sarcastic,sarcastic,sarcastic,sarcastic,sarcastic,16,87,False,False,False,0.0,-0.2023,flat_delivery_candidate,
test-00238,2,relative visit uncle bhaiya namaste kya chal raha hai ? father bas fogg chal raha hai this is how you treat relatives,relative visit uncle bhaiya namaste kya chal raha hai ? father bas fogg chal raha hai this is how you treat relatives,6,M1;M2;M3;M4;M5;M6,sarcastic,sarcastic,sarcastic,sarcastic,sarcastic,sarcastic,22,117,True,False,False,0.0,0.4019,rhetorical_question_candidate;positive_surface_wording_candidate,
test-00234,3,sarcasm at its worst,at its finest,6,M1;M2;M3;M4;M5;M6,sarcastic,sarcastic,sarcastic,sarcastic,sarcastic,sarcastic,4,20,False,False,False,0.0,-0.7184,flat_delivery_candidate;short_ambiguous_candidate,
test-00238,1,relative visit uncle bhaiya namaste kya chal raha hai ? father bas fogg chal raha hai this is how you treat relatives,relative visit uncle bhaiya namaste kya chal raha hai ? father bas fogg chal raha hai this is how you treat relatives,6,M1;M2;M3;M4;M5;M6,sarcastic,sarcastic,sarcastic,sarcastic,sarcastic,sarcastic,22,117,True,False,False,0.0,0.4019,rhetorical_question_candidate;positive_surface_wording_candidate,
test-00046,3,i am the reasonable one,clearly i'm being unreasonable,6,M1;M2;M3;M4;M5;M6,sarcastic,sarcastic,sarcastic,sarcastic,sarcastic,sarcastic,5,23,False,False,False,0.0,0.0,flat_delivery_candidate;short_ambiguous_candidate,
test-00237,7,my school never closes and i'm going to get wet,yes tropical storm heading our way love it when it rains hard and we still have school,6,M1;M2;M3;M4;M5;M6,sarcastic,sarcastic,sarcastic,sarcastic,sarcastic,sarcastic,10,47,False,False,False,0.0,0.0,flat_delivery_candidate,
test-00235,3,48 and 49 were in 11 talk at one point ah the mlb draft is never a risk averse,48 and 49 were in 11 talk at one point ah the mlb draft is so risk averse sarcasm,6,M1;M2;M3;M4;M5;M6,sarcastic,sarcastic,sarcastic,sarcastic,sarcastic,sarcastic,19,78,False,False,False,0.0,0.2057,flat_delivery_candidate,
test-00004,2,draymond is a shit player,draymond what a player,6,M1;M2;M3;M4;M5;M6,sarcastic,sarcastic,sarcastic,sarcastic,sarcastic,sarcastic,5,25,False,False,False,0.0,-0.5574,flat_delivery_candidate;short_ambiguous_candidate,
test-00235,1,48 and 49 were in 11 talk at one point ah the mlb draft is so risk averse sarcasm,48 and 49 were in 11 talk at one point ah the mlb draft is so risk averse sarcasm,6,M1;M2;M3;M4;M5;M6,sarcastic,sarcastic,sarcastic,sarcastic,sarcastic,sarcastic,19,81,False,False,False,0.0,-0.6,flat_delivery_candidate,
test-00002,5,dry heaves from cancer are aweful,dry heaves from cancer are awesome,6,M1;M2;M3;M4;M5;M6,sarcastic,sarcastic,sarcastic,sarcastic,sarcastic,sarcastic,6,33,False,False,False,0.0,-0.6597,flat_delivery_candidate;short_ambiguous_candidate,
test-00237,3,no tropical storm heading our way hate it when it rains hard and we still have school,yes tropical storm heading our way love it when it rains hard and we still have school,6,M1;M2;M3;M4;M5;M6,sarcastic,sarcastic,sarcastic,sarcastic,sarcastic,sarcastic,17,85,False,False,False,0.0,-0.743,flat_delivery_candidate,
test-00005,1,dozier shouldn't be hitting 3 rd,dozier hitting 3 rd ? makes sense,6,M1;M2;M3;M4;M5;M6,sarcastic,sarcastic,sarcastic,sarcastic,sarcastic,sarcastic,6,32,False,False,False,0.0,0.0,flat_delivery_candidate;short_ambiguous_candidate,
test-00006,3,don't you just hate when people takes the credit for something you did ? yeah ? not me,don't you just love when people takes the credit for something you did ? yeah ? me too,6,M1;M2;M3;M4;M5;M6,sarcastic,sarcastic,sarcastic,sarcastic,sarcastic,sarcastic,18,86,True,False,False,0.0,0.7997,rhetorical_question_candidate;positive_surface_wording_candidate,
test-00232,2,way too much tax on this pizza,i jst ordered some vat and service tax and surprisingly got a pizza free,6,M1;M2;M3;M4;M5;M6,sarcastic,sarcastic,sarcastic,sarcastic,sarcastic,sarcastic,7,30,False,False,False,0.0,0.0,flat_delivery_candidate,
test-00047,3,clearly we all did not take fulmer right ?,clearly we all took fulmer right ?,6,M1;M2;M3;M4;M5;M6,sarcastic,sarcastic,sarcastic,sarcastic,sarcastic,sarcastic,9,42,True,False,False,0.0,0.4019,rhetorical_question_candidate;positive_surface_wording_candidate,
test-00238,5,relative visit uncle bhaiya namaste kya chal raha hai ? father bas fogg chal raha hai this is how you treat relatives,relative visit uncle bhaiya namaste kya chal raha hai ? father bas fogg chal raha hai this is how you treat relatives,6,M1;M2;M3;M4;M5;M6,sarcastic,sarcastic,sarcastic,sarcastic,sarcastic,sarcastic,22,117,True,False,False,0.0,0.4019,rhetorical_question_candidate;positive_surface_wording_candidate,
test-00263,4,look at my wit,the big hash tag was in case you were wondering,6,M1;M2;M3;M4;M5;M6,sarcastic,sarcastic,sarcastic,sarcastic,sarcastic,sarcastic,4,14,False,False,False,0.0,0.0,flat_delivery_candidate;short_ambiguous_candidate,
test-00005,5,nonsense dosier hitting 3 rd,dozier hitting 3 rd ? makes sense,6,M1;M2;M3;M4;M5;M6,sarcastic,sarcastic,sarcastic,sarcastic,sarcastic,sarcastic,5,28,False,False,False,0.0,-0.4019,flat_delivery_candidate;short_ambiguous_candidate,
test-00002,1,dry heaves suck,dry heaves from cancer are awesome,6,M1;M2;M3;M4;M5;M6,sarcastic,sarcastic,sarcastic,sarcastic,sarcastic,sarcastic,3,15,False,False,False,0.0,-0.4404,flat_delivery_candidate;short_ambiguous_candidate,
test-00237,2,my school never closes and i'm going to get wet,yes tropical storm heading our way love it when it rains hard and we still have school,6,M1;M2;M3;M4;M5;M6,sarcastic,sarcastic,sarcastic,sarcastic,sarcastic,sarcastic,10,47,False,False,False,0.0,0.0,flat_delivery_candidate,
test-00008,1,when people exit your life you would like them to do it quicker,don't you feel sad when people slowly walk away from your life when you actually want them to run,6,M1;M2;M3;M4;M5;M6,sarcastic,sarcastic,sarcastic,sarcastic,sarcastic,sarcastic,13,63,False,False,False,0.0,0.3612,flat_delivery_candidate;positive_surface_wording_candidate,
test-00043,4,trump doesn't understand big words,cnn now giving us the definition of misconstrue so trump will know when he's screwed up,6,M1;M2;M3;M4;M5;M6,sarcastic,sarcastic,sarcastic,sarcastic,sarcastic,sarcastic,5,34,False,False,False,0.0,0.0,flat_delivery_candidate;short_ambiguous_candidate,
test-00007,9,don't you just hate it when people ignore you,don't you just love it when people ignore you,6,M1;M2;M3;M4;M5;M6,sarcastic,sarcastic,sarcastic,sarcastic,sarcastic,sarcastic,9,45,False,False,False,0.0,0.1275,flat_delivery_candidate,
test-00002,2,dry heaves from cancer are not awesome,dry heaves from cancer are awesome,6,M1;M2;M3;M4;M5;M6,sarcastic,sarcastic,sarcastic,sarcastic,sarcastic,sarcastic,7,38,False,False,False,0.0,-0.8269,flat_delivery_candidate,
